Concelho,Datahora,M,FG,Via,Km,Natureza
Armamar,22-10-2015 17:25,0,1,Ava Gomes Teixeira,-,Atropelamento de peões
Armamar,05-10-2015 14:20,0,1,EN313,"92,700",Atropelamento de peões
Carregal do Sal,27-03-2015 14:05,0,1,Estrada da Vila Meã 2,-,Atropelamento de peões
Carregal do Sal,05-04-2015 17:10,0,2,Estrada Pinheiro 8,-,Despiste simples
Carregal do Sal,05-03-2015 18:20,0,1,Rua Miguel Bombarda 77,-,Colisão lateral com outro veículo em movimento
Castro Daire,25-12-2015 04:30,1,0,EN2,"122,200",Despiste simples
Castro Daire,03-01-2015 10:43,0,1,EN2,"138,200",Despiste simples
Cinfaes,05-07-2015 17:05,0,1,EM1016,"0,001",Despiste simples
Cinfaes,16-09-2015 15:30,0,1,EN222,"75,950",Colisão lateral com outro veículo em movimento
Cinfaes,21-04-2015 16:45,0,1,EN222,"80,300",Atropelamento de peões
Cinfaes,02-09-2015 13:45,0,1,EN225,"19,000",Despiste com capotamento
Cinfaes,13-10-2015 19:40,0,1,Rua da Capela,-,Colisão lateral com outro veículo em movimento
Cinfaes,29-12-2015 14:00,0,1,Rua de Painçais,-,Despiste com colisão com veículo imobil. ou obstáculo
Cinfaes,22-01-2015 20:00,0,1,Rua de Ventuzelas,-,Colisão frontal
Lamego,15-06-2015 09:30,0,1,Avenida das Acácias 000,-,Atropelamento de peões
Lamego,06-05-2015 23:40,0,1,Avenida Doutor Alfredo de Sousa 0,-,Atropelamento de peões
Lamego,22-09-2015 18:20,0,1,EN222,"131,350",Despiste simples
Lamego,09-12-2015 18:45,0,1,EN313,"82,500",Colisão frontal
Lamego,30-11-2015 10:40,0,1,Rua 28 de Maio 000,-,Atropelamento de peões
Lamego,06-03-2015 18:30,0,1,Travessa 25 de Abril 000,-,Despiste sem dispositivo de retenção
Mangualde,02-12-2015 12:15,0,1,-,"0,001",Despiste simples
Mangualde,03-06-2015 15:10,0,1,A25,"104,600",Colisão traseira com outro veículo em movimento
Mangualde,12-09-2015 15:15,1,0,A25,"108,800",Despiste com transposição do dispositivo de retenção lateral
Mangualde,23-10-2015 08:45,0,1,EN16,"115,700",Colisão lateral com outro veículo em movimento
Mangualde,13-08-2015 15:30,0,1,EN234,"97,200",Colisão frontal
Moimenta da Beira,17-08-2015 18:30,0,1,EM581-1,"0,001",Despiste simples
Moimenta da Beira,12-09-2015 09:40,0,1,EN226,"49,500",Colisão frontal
Moimenta da Beira,21-05-2015 09:30,1,0,EN226,"52,100",Colisão lateral com outro veículo em movimento
Moimenta da Beira,24-11-2015 17:10,0,1,Rua da Barroca,-,Colisão frontal
Mortagua,27-01-2015 13:41,0,1,EN228,"63,500",Despiste com colisão com veículo imobil. ou obstáculo
Mortagua,10-08-2015 15:51,1,0,EN234,"54,360",Despiste simples
Mortagua,29-05-2015 14:00,1,1,IP3,"72,350",Colisão frontal
Mortagua,04-07-2015 22:55,0,2,IP3,"74,800",Despiste com capotamento
Mortagua,16-07-2015 23:15,0,1,Rua da Igreja,-,Despiste com capotamento
Nelas,24-07-2015 00:50,0,1,-,-,Despiste simples
Nelas,11-11-2015 23:30,0,1,Ava dos Bombeiros Voluntários 37,-,Colisão lateral com outro veículo em movimento
Nelas,28-01-2015 10:30,0,1,Ava Professor Fortunato Almeida,-,Atropelamento de peões
Nelas,23-04-2015 14:10,0,1,Bairro das Flores,-,Atropelamento de peões
Nelas,23-11-2015 11:40,1,0,EM595,"0,001",Atropelamento de peões
Nelas,28-04-2015 13:20,0,1,EN234,"88,580",Colisão com veiculo ou obstáculo na faixa de rodagem
Nelas,29-11-2015 23:10,0,1,EN234,"95,100",Despiste com capotamento
Nelas,24-09-2015 18:55,0,2,Rua da Capela 1,-,Despiste simples
Nelas,21-04-2015 21:00,0,1,Rua Doutor Eurico Amaral,-,Colisão lateral com outro veículo em movimento
Oliveira de Frades,10-11-2015 22:30,0,1,EN226,"43,300",Despiste simples
Penalva do Castelo,24-12-2015 22:30,0,1,Ava Principal,-,Atropelamento de peões
Penalva do Castelo,24-10-2015 11:15,0,1,EN329-1,"4,750",Colisão lateral com outro veículo em movimento
Penalva do Castelo,01-12-2015 08:40,0,1,Rua Padre Gaolfe,-,Atropelamento de peões
Penedono,12-06-2015 15:10,0,1,-,"0,001",Colisão lateral com outro veículo em movimento
Resende,18-02-2015 19:10,0,1,EN222,"101,700",Atropelamento de peões
Resende,26-12-2015 20:30,0,1,EN222,"105,400",Atropelamento de peões
Santa Comba Dao,21-08-2015 15:40,0,1,-,-,Despiste sem dispositivo de retenção
Santa Comba Dao,01-03-2015 03:25,0,2,EN2,"0,001",Despiste simples
Santa Comba Dao,07-02-2015 18:40,0,2,IP3,"92,900",Colisão frontal
Sao Joao da Pesqueira,20-06-2015 21:10,0,1,EM505,"0,001",Despiste com capotamento
Sao Joao da Pesqueira,11-08-2015 09:45,1,0,EN222,"178,500",Colisão frontal
Sao Pedro do Sul,06-07-2015 07:28,1,0,EN16,"69,400",Colisão lateral com outro veículo em movimento
Sao Pedro do Sul,05-02-2015 16:45,1,0,Rua do Vale 40,-,Despiste simples
Satao,19-06-2015 18:25,0,1,EM570,"0,001",Despiste simples
Satao,15-12-2015 18:12,0,2,EN229,"55,100",Colisão frontal
Satao,15-05-2015 17:50,0,1,Rua do Martir,-,Despiste com capotamento
Sernancelhe,06-04-2015 01:00,0,1,-,-,Despiste simples
Sernancelhe,26-03-2015 17:30,0,1,EM506-1,"0,001",Despiste sem dispositivo de retenção
Sernancelhe,27-09-2015 13:35,0,1,EN226,"28,218",Despiste simples
Tabuaco,01-07-2015 09:35,0,2,-,-,Despiste com capotamento
Tabuaco,19-08-2015 16:00,0,1,ER323,"42,800",Colisão lateral com outro veículo em movimento
Tarouca,01-11-2015 16:25,1,0,Rua Padre Duarte,-,Colisão lateral com outro veículo em movimento
Tondela,04-01-2015 18:20,1,0,Ava 4 de Junho 13,-,Despiste simples
Tondela,07-05-2015 14:30,2,0,EM1510,"0,001",Despiste com capotamento
Tondela,12-01-2015 18:30,1,0,EM626,-,Atropelamento de peões
Tondela,05-02-2015 01:20,0,1,EM632,"0,001",Despiste simples
Tondela,24-07-2015 16:00,0,1,EN228,"43,300",Despiste simples
Tondela,08-08-2015 22:30,0,1,ER230,"76,800",Colisão lateral com outro veículo em movimento
Tondela,05-10-2015 15:30,1,0,ER230,"76,920",Colisão lateral com outro veículo em movimento
Tondela,30-12-2015 18:45,0,1,IP3,"95,760",Despiste com capotamento
Tondela,09-03-2015 07:20,1,0,IP3,"99,000",Colisão frontal
Tondela,04-11-2015 00:30,1,1,IP3,"108,100",Despiste com capotamento
Tondela,31-08-2015 23:35,2,1,IP3,"108,400",Colisão frontal
Tondela,02-08-2015 02:44,0,2,Rua do Imigrante 231,-,Despiste simples
Vila Nova de Paiva,22-08-2015 02:01,1,0,EM1164,"0,001",Despiste simples
Vila Nova de Paiva,19-03-2015 09:55,0,1,EM523,-,Colisão frontal
Viseu,06-01-2015 15:10,1,0,-,-,Despiste com capotamento
Viseu,27-07-2015 10:04,1,0,A25,"80,165",Colisão traseira com outro veículo em movimento
Viseu,05-03-2015 15:20,0,1,Avenida Capitão Homem Ribeiro -,-,Atropelamento de peões
Viseu,09-02-2015 17:15,0,1,Avenida Engenheiro Nobre da Costa 0,-,Atropelamento de peões
Viseu,02-03-2015 18:55,0,1,Avenida Europa SN,-,Atropelamento de peões
Viseu,24-02-2015 02:20,0,1,Avenida Pintor sn,-,Despiste sem dispositivo de retenção
Viseu,06-12-2015 05:25,0,1,Avenida Professor Reinaldo Cardoso sn,-,Despiste simples
Viseu,12-01-2015 07:30,0,1,EM1391,"0,001",Despiste simples
Viseu,25-06-2015 04:20,0,1,EM603,"0,001",Despiste com capotamento
Viseu,08-06-2015 23:05,0,1,EN16,"80,600",Colisão frontal
Viseu,04-07-2015 09:20,0,1,EN16,"90,600",Atropelamento de peões
Viseu,17-08-2015 11:25,0,1,EN2,"91,000",Colisão lateral com outro veículo em movimento
Viseu,17-02-2015 13:20,0,1,EN229,"71,650",Despiste com capotamento
Viseu,06-09-2015 17:30,0,2,EN231,"5,000",Colisão traseira com outro veículo em movimento
Viseu,24-02-2015 19:20,0,1,EN231-1,"6,200",Atropelamento de peões
Viseu,15-01-2015 20:10,1,1,IP5,"91,770",Despiste simples
Viseu,20-01-2015 13:25,0,1,Rotunda dos Combatentes do Ultramar 0,-,Colisão lateral com outro veículo em movimento
Viseu,08-03-2015 00:15,0,1,Rua do Carril 54,-,Despiste sem dispositivo de retenção
Viseu,10-08-2015 12:00,1,0,Rua do Passal,-,Despiste simples
Viseu,05-10-2015 08:45,1,0,Rua Poeta António José Pereira -,-,Despiste com colisão com veículo imobil. ou obstáculo
Vouzela,08-11-2015 18:50,1,1,A25,"53,500",Colisão com veiculo ou obstáculo na faixa de rodagem
Vouzela,01-01-2015 05:30,0,2,EN333-2,"7,800",Despiste simples
Vouzela,07-08-2015 17:00,0,1,EN333-3,"1,010",Atropelamento de peões
Vouzela,19-02-2015 14:30,0,1,Rua da Escola Secundária de Vouzela,-,Colisão lateral com outro veículo em movimento
Vouzela,17-08-2015 17:36,0,1,Rua dos Bombeiros Voluntários,-,Despiste com capotamento
Vouzela,18-11-2015 16:27,0,1,Rua Principal,-,Colisão com outras situações
