Concelho,Datahora,M,FG,Via,Km,Natureza
Arganil,19-08-2016 19:02,0,2,EN342,"99,280",Colisão frontal
Arganil,12-09-2016 13:25,0,1,Rua do Vale - Salgueiral,-,Despiste com capotamento
Arganil,19-12-2016 15:50,0,1,RUA JOAQUIM SILVESTRE - BARRIL DO ALVA,-,Atropelamento de animais
Cantanhede,17-06-2016 00:30,0,1,-,-,Despiste simples
Cantanhede,21-11-2016 10:50,0,1,-,-,Atropelamento de peões
Cantanhede,23-07-2016 22:25,0,1,EN234,"17,750",Colisão traseira com outro veículo em movimento
Cantanhede,04-03-2016 00:15,1,0,EN234,"20,900",Despiste simples
Cantanhede,04-10-2016 10:00,0,1,EN335,"26,000",Colisão lateral com outro veículo em movimento
Coimbra,20-07-2016 09:40,1,2,A1,"190,317",Atropelamento de peões
Coimbra,31-05-2016 21:08,0,1,A1,"193,316",Colisão lateral com outro veículo em movimento
Coimbra,14-08-2016 08:06,1,2,A1,"194,387",Despiste com capotamento
Coimbra,06-04-2016 05:00,0,1,Avenida Cónego Urbano Duarte 0,-,Despiste com dispositivo de retenção
Coimbra,07-11-2016 15:00,1,0,Avenida Elísio de Moura 317,-,Atropelamento de peões
Coimbra,10-04-2016 11:20,0,1,Avenida Emídio Navarro 90,-,Despiste sem dispositivo de retenção
Coimbra,16-02-2016 11:30,1,0,EN111,"36,700",Despiste simples
Coimbra,08-06-2016 08:30,0,1,EN341,"39,300",Colisão frontal
Coimbra,10-03-2016 17:50,0,1,EN341,"39,800",Colisão frontal
Coimbra,03-02-2016 13:55,1,0,IC2,"178,684",Despiste simples
Coimbra,25-05-2016 07:15,0,1,IC2,"182,920",Despiste simples
Coimbra,07-12-2016 13:55,3,0,IC2,"183,700",Colisão lateral com outro veículo em movimento
Coimbra,03-10-2016 04:55,1,0,IC2,"183,800",Atropelamento de peões
Coimbra,20-08-2016 15:20,0,1,Largo Cruz de Celas 1,-,Colisão com fuga
Coimbra,12-01-2016 18:00,0,1,rua da escola,-,Atropelamento de peões
Coimbra,15-01-2016 17:55,0,1,RUA DE CASSUZ-QUIMBRES,-,Colisão traseira com outro veículo em movimento
Coimbra,29-08-2016 00:15,0,1,Rua Doutor Paulo Quintela 196,-,Despiste com colisão com veículo imobil. ou obstáculo
Coimbra,27-12-2016 17:00,0,1,Rua Moinho de Vento,-,Despiste simples
Coimbra,27-02-2016 17:20,1,0,Rua Padrão 228,-,Atropelamento com fuga
Condeixa-a-Nova,23-04-2016 12:40,0,1,EN347,"32,550",Colisão lateral com outro veículo em movimento
Condeixa-a-Nova,29-09-2016 06:55,0,1,IC2,"174,330",Colisão frontal
Condeixa-a-Nova,26-08-2016 18:08,0,1,Rua do Campo,-,Despiste simples
Figueira da Foz,30-05-2016 12:20,1,0,-,-,Despiste com capotamento
Figueira da Foz,03-07-2016 16:00,0,1,Arruamento paralelo à Ava. 25 de Abril 25,-,Colisão lateral com outro veículo em movimento
Figueira da Foz,13-04-2016 16:50,0,1,Av. Dr. Manuel Gaspar de Lemos 16,-,Colisão lateral com outro veículo em movimento
Figueira da Foz,11-07-2016 02:30,0,2,Avenida Dom João II 0,-,Despiste simples
Figueira da Foz,18-05-2016 16:20,0,1,Avenida Doutor Manuel Gaspar de Lemos 3,-,Atropelamento de peões
Figueira da Foz,07-02-2016 18:35,0,1,Avenida Infante Dom Pedro 0,-,Atropelamento de peões
Figueira da Foz,29-04-2016 15:45,0,1,EN109,"109,500",Colisão lateral com outro veículo em movimento
Figueira da Foz,10-05-2016 03:40,1,0,EN109,"110,850",Colisão frontal
Figueira da Foz,30-05-2016 17:10,1,0,EN109,"116,300",Colisão traseira com outro veículo em movimento
Figueira da Foz,22-07-2016 20:50,0,2,EN109,"131,900",Colisão lateral com outro veículo em movimento
Figueira da Foz,31-10-2016 15:20,0,1,Estrada da Serra 37,-,Despiste sem dispositivo de retenção
Figueira da Foz,15-11-2016 06:55,0,3,IC1,"131,500",Despiste simples
Figueira da Foz,30-09-2016 18:15,0,1,IC1,"135,500",Colisão lateral com outro veículo em movimento
Figueira da Foz,25-12-2016 06:50,0,1,Rotunda Interior da Gala 0,-,Despiste com capotamento
Figueira da Foz,07-09-2016 16:15,0,1,RUA DA LIBERDADE,-,Despiste com colisão com veículo imobil. ou obstáculo
Figueira da Foz,05-03-2016 18:30,0,1,Rua do Grupo Recreativo Vilaverdense 0,-,Despiste com colisão com veículo imobil. ou obstáculo
Figueira da Foz,02-05-2016 15:00,0,1,Rua José Nunes Medina 50,-,Atropelamento de peões
Figueira da Foz,12-11-2016 18:50,0,1,Rua Rancho das Cantarinhas 3,-,Atropelamento de peões
Figueira da Foz,12-12-2016 18:50,0,1,Rua Tenente Argel de Melo,-,Atropelamento de peões
Gois,01-10-2016 20:30,0,1,EN2,"279,650",Despiste com transposição do dispositivo de retenção lateral
Gois,19-08-2016 21:10,1,0,M 543,-,Despiste simples
Lousa,14-04-2016 07:40,0,1,EM552,-,Colisão frontal
Lousa,04-06-2016 00:15,0,1,EN236,"0,100",Colisão frontal
Lousa,11-12-2016 17:50,0,2,EN342,"61,900",Colisão frontal
Mira,05-08-2016 14:30,0,1,Rua da Capela,-,Despiste simples
Miranda do Corvo,14-11-2016 14:28,0,1,Rua Olival do Moinho,-,Atropelamento de peões
Miranda do Corvo,09-01-2016 01:06,0,1,rua principal - Pereira,-,Despiste simples
Montemor-o-Velho,04-06-2016 06:00,1,0,-,-,Colisão frontal
Montemor-o-Velho,04-09-2016 07:50,0,1,-,-,Despiste simples
Montemor-o-Velho,18-10-2016 23:30,1,0,A14,"15,431",Despiste simples
Montemor-o-Velho,05-07-2016 18:55,0,1,EN111,"26,700",Colisão com veiculo ou obstáculo na faixa de rodagem
Montemor-o-Velho,26-01-2016 08:15,0,1,EN334-1,"1,400",Despiste simples
Montemor-o-Velho,12-06-2016 22:00,0,1,rua das calaçotas - meâs do campo,-,Despiste simples
Oliveira do Hospital,24-12-2016 14:30,0,1,-,-,Despiste simples
Oliveira do Hospital,08-05-2016 20:30,0,1,AVENIDA DO COMERCIO (E.N. 231-2) ALDEIA FORMOSA,-,Colisão lateral com outro veículo em movimento
Oliveira do Hospital,19-03-2016 17:50,0,1,avenida do pombal - lageosa - oliveira do hospital,-,Colisão lateral com outro veículo em movimento
Oliveira do Hospital,10-10-2016 14:50,1,0,EN17,"72,950",Despiste simples
Oliveira do Hospital,26-08-2016 07:20,0,1,EN17,"73,750",Colisão lateral com outro veículo em movimento
Oliveira do Hospital,12-03-2016 22:30,0,2,EN17,"79,700",Colisão frontal
Oliveira do Hospital,01-11-2016 08:15,0,2,EN17,"80,800",Despiste simples
Oliveira do Hospital,12-08-2016 14:20,1,0,EN230,"114,900",Colisão frontal
Oliveira do Hospital,04-02-2016 10:30,0,1,EN230,"127,400",Colisão frontal
Oliveira do Hospital,26-01-2016 21:05,1,0,EN342,"117,200",Despiste com capotamento
Oliveira do Hospital,26-06-2016 21:40,0,1,RUA FERNANDA MARIA FERREIRA SOARES,-,Despiste simples
Pampilhosa da Serra,11-10-2016 15:30,0,1,-,-,Despiste simples
Penacova,01-09-2016 17:40,0,1,-,"2,920",Despiste com capotamento
Penacova,10-03-2016 16:54,1,0,-,-,Despiste com capotamento
Penacova,10-02-2016 18:23,0,1,IC6,"8,100",Colisão frontal
Penacova,21-06-2016 21:03,0,1,IP3,"60,700",Colisão traseira com outro veículo em movimento
Penacova,10-01-2016 10:12,1,0,IP3,"61,700",Despiste simples
Penacova,17-09-2016 20:45,1,1,IP3,"69,900",Colisão frontal
Penacova,24-01-2016 20:45,0,1,rua da variante,-,Atropelamento de peões
Penela,13-09-2016 16:30,0,1,IC3,"17,330",Colisão lateral com outro veículo em movimento
Soure,19-04-2016 14:30,1,0,-,-,Despiste simples
Soure,15-12-2016 17:05,1,0,EN342-1,"9,900",Atropelamento de peões
Soure,29-11-2016 18:02,1,1,EN347,"19,800",Colisão lateral com outro veículo em movimento
Soure,26-10-2016 17:30,0,3,Rua 24 de Junho - Formigal,-,Colisão frontal
Soure,27-07-2016 20:00,1,0,Rua Principal - Assamassa,-,Despiste simples
Tabua,20-09-2016 22:05,0,1,Avenida Dr. Castanheira Figueiredo,-,Despiste simples
Tabua,28-11-2016 08:23,1,0,Rua José Freire Garcêz,-,Atropelamento de peões
Vila Nova de Poiares,18-09-2016 17:40,1,0,-,-,Despiste simples
Vila Nova de Poiares,05-11-2016 10:30,0,2,-,-,Colisão lateral com outro veículo em movimento
