Concelho,Datahora,M,FG,Via,km,Natureza
Cald. da Rainha,2012:08:15 00:45:00,1,0,Rua Principal,,Despiste simples
Cald. da Rainha,2012:09:01 12:00:00,1,2,Rua das Ladeiras,,Despiste c/col. c/veíc. imobil./obst.
Cald. da Rainha,2012:09:23 14:55:00,0,1,Estrada Municipal,,Despiste simples
Cald. da Rainha,2012:12:06 18:40:00,0,1,Rua Dr. Artur Fig. Rêgo,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Fig. dos Vinhos,2012:08:09 17:30:00,1,0,EM1134,"0,100",Despiste simples
Fig. dos Vinhos,2012:10:06 13:25:00,0,1,IC8,"75,200",Despiste s/ dispositivo de retenção
Leiria,2012:01:01 13:30:00,0,1,Est. Atlântica,,Colisão lat. c/ outro veíc. mov.
Leiria,2012:01:17 17:00:00,0,1,A1,,Atropelamento de peões
Leiria,2012:01:28 13:15:00,0,1,R Central,,Colisão lat. c/ outro veíc. mov.
Leiria,2012:02:10 10:00:00,0,1,Rua de Leiria,,Despiste c/col. c/veíc. imobil./obst.
Leiria,2012:02:22 11:35:00,0,1,R do Comércio,,Despiste simples
Leiria,2012:02:22 16:30:00,0,1,IC2,"125,700",Colisão frontal
Leiria,2012:04:02 21:45:00,0,1,R De Fátima,,Despiste simples
Leiria,2012:04:22 00:30:00,0,2,EN356-2,"6,650",Despiste c/col. c/veíc. imobil./obst.
Leiria,2012:05:01 14:30:00,2,0,A1,"136,400",Despiste c/capotamento
Leiria,2012:05:04 15:55:00,1,0,EN350,"4,350",Colisão lat. c/ outro veíc. mov.
Leiria,2012:05:05 05:45:00,0,1,A19,"120,650",Despiste s/ dispositivo de retenção
Leiria,2012:05:05 14:00:00,0,1,R Principal,,Colisão lat. c/ outro veíc. mov.
Leiria,2012:05:12 16:30:00,0,2,R Principal,,Despiste simples
Leiria,2012:05:16 23:45:00,0,1,EN1,"127,040",Atropelamento de peões
Leiria,2012:05:20 11:25:00,0,1,R Central,,Colisão frontal
Leiria,2012:06:10 11:40:00,0,1,R Da Bidoeira,,Atropelamento de peões
Leiria,2012:06:26 13:29:00,1,0,EN1,"133,621",Atropelamento de peões
Leiria,2012:06:30 14:30:00,0,1,EM533,,Colisão frontal
Leiria,2012:07:06 22:00:00,0,1,Rua Principal,,Despiste simples
Leiria,2012:07:24 17:15:00,0,1,Rua Principal,,Despiste c/capotamento
Leiria,2012:08:02 16:00:00,0,1,EN349-1,"5,300",Colisão frontal
Leiria,2012:08:09 22:00:00,1,1,Rua de Fátima,,Atropelamento de peões
Leiria,2012:09:03 11:45:00,1,0,EM540,"1,500",Colisão lat. c/ outro veíc. mov.
Leiria,2012:09:15 14:40:00,0,1,A17,"14,900",Despiste c/capotamento
Leiria,2012:09:17 09:00:00,0,1,R. Vale da Corsa,,Colisão frontal
Leiria,2012:09:28 01:50:00,1,0,EN1,"131,961",Colisão frontal
Leiria,2012:10:14 11:30:00,0,1,EN357,"0,800",Colisão com outras situações
Leiria,2012:10:20 08:35:00,0,1,Rua dos Mártires,,Atropelamento de peões
Leiria,2012:10:24 17:15:00,0,1,EN109,"167,900",Colisão com outras situações
Leiria,2012:11:17 06:40:00,0,1,EN350,"6,500",Despiste s/ dispositivo de retenção
Leiria,2012:11:22 14:00:00,0,1,IC2,"133,400",Atropelamento com fuga
Leiria,2012:12:03 17:40:00,1,1,IC2,"125,700",Colisão frontal
Leiria,2012:12:04 18:00:00,0,2,EN109,"152,730",Colisão lat. c/ outro veíc. mov.
Marinha Grande,2012:03:14 18:10:00,1,2,EM535,,Colisão lat. c/ outro veíc. mov.
Marinha Grande,2012:06:20 18:25:00,0,1,Estrada Guilhermes,,C  o  l i s  ã  oc  o  mo  u  t r a  ss i t u  a  ç  õ  e  s
Marinha Grande,2012:06:24 00:30:00,0,1,Rua Central,,Despiste c/capotamento
Marinha Grande,2012:08:05 08:10:00,2,0,Estrada Florestal,,Despiste c/capotamento
Marinha Grande,2012:12:15 08:14:00,1,0,R. Qta. da Wernagem,,Despiste c/col. c/veíc. imobil./obst.
Nazaré,2012:06:04 08:00:00,1,0,EN8-5,"3,978",Atropelamento de peões
Nazaré,2012:06:05 13:25:00,1,0,Outra Via,,Despiste s/ dispositivo de retenção
Nazaré,2012:07:11 15:40:00,0,1,IC9,"6,503",Colisão frontal
Nazaré,2012:11:20 12:30:00,0,1,EN242,"37,200",Atropelamento de peões
Óbidos,2012:03:24 15:00:00,0,1,EM603,,Despiste simples
Óbidos,2012:11:30 06:30:00,0,1,A8,"73,100",Colisão c/veic./obstáculo f.rodagem
Óbidos,2012:12:22 20:30:00,1,0,EM572,,Despiste s/ dispositivo de retenção
