Concelho,Datahora,M,FG,Via,km,Natureza
Sta. Comba Dão,2011:05:12 23:12:00,0,1,EN2,"206,300",Despiste s/dispositivo de retenção
Sta. Comba Dão,2011:06:27 11:35:00,1,0,Av Sto Estevão,,Atropelamento de peões
Sta. Comba Dão,2011:09:22 14:05:00,0,1,ACC-IP3,,Despiste simples
Sta. Comba Dão,2011:11:20 16:20:00,0,1,EN234-6,,Despiste simples
S. João Pesqueira,2011:04:05 20:50:00,1,0,EN222,"178,650",Despiste c/col. c/veíc. imobil./obst.
S. João Pesqueira,2011:08:19 19:45:00,0,1,EM504,"10,200",Colisão tras. c/ outro veíc. mov.
São Pedro do Sul,2011:01:26 09:30:00,0,1,EN227,"67,900",Despiste c/capotamento
São Pedro do Sul,2011:06:03 17:30:00,1,2,Antiga linha férrea Drizes,,Despiste simples
São Pedro do Sul,2011:08:05 23:53:00,1,0,EN227,"64,500",Colisão tras. c/ outro veíc. mov.
São Pedro do Sul,2011:09:18 14:40:00,0,1,R Cumeada,,Despiste simples
São Pedro do Sul,2011:10:22 16:05:00,0,2,EM1228,,Despiste c/capotamento
São Pedro do Sul,2011:11:22 20:00:00,1,0,R Principal,,Despiste simples
Sátão,2011:01:21 16:15:00,1,0,EM583,"1,000",Colisão tras. c/ outro veíc. mov.
Sátão,2011:06:28 23:20:00,0,1,EN229,"59,900",Colisão lat. c/ outro veíc. mov.
Sátão,2011:08:29 23:00:00,0,1,EN329,"39,700",Colisão lat. c/ outro veíc. mov.
Sátão,2011:12:09 14:00:00,1,1,EM580,,Despiste c/capotamento
Sernancelhe,2011:07:11 11:26:00,0,1,EN226,"62,591",Despiste c/capotamento
Sernancelhe,2011:10:28 21:00:00,0,1,EM582,,Despiste simples
Tabuaço,2011:06:06 21:40:00,0,1,EM323,"36,800",Despiste c/trans. disp.ret. lateral
Tarouca,2011:05:05 22:20:00,0,1,Av Prof Celso Gomes,,Despiste simples
Tarouca,2011:09:19 18:10:00,0,1,EM520,,Despiste c/capotamento
Tarouca,2011:11:18 12:30:00,1,0,Estrada Municipal,,Despiste simples
Tondela,2011:04:01 13:50:00,0,1,Lg Dr Anselmo F Carvalho,,Atropelamento de peões
Tondela,2011:04:02 01:20:00,0,3,EM228,"48,500",Colisão frontal
Tondela,2011:04:21 12:20:00,1,2,Av Dr António M Costa,,Colisão frontal
Tondela,2011:06:20 21:46:00,0,4,Av Escola,,Atropelamento de peões
Tondela,2011:06:29 10:30:00,0,1,Av Almiros,,Colisão c/veic./obstáculo f.rodagem
Tondela,2011:08:03 17:30:00,1,0,Estrada Florestal,,Despiste c/capotamento
Tondela,2011:08:06 11:30:00,0,1,Av Vela,,Colisão lat. c/ outro veíc. mov.
Tondela,2011:12:02 18:55:00,0,1,EN228,,Atropelamento de peões
Tondela,2011:12:22 16:55:00,1,0,R Panasqueira,,Despiste c/col. c/veíc. imobil./obst.
V. N. de Paiva,2011:04:21 16:00:00,0,1,EN225,"77,600",Colisão lat. c/ outro veíc. mov.
V. N. de Paiva,2011:08:24 05:10:00,0,1,EN323,"86,293",Despiste c/col. c/veíc. imobil./obst.
V. N. de Paiva,2011:09:03 22:10:00,1,1,Estrada Municipal,,Despiste simples
V. N. de Paiva,2011:12:16 08:06:00,0,1,EN329,,Colisão frontal
Viseu,2011:01:07 18:03:00,1,1,A25,"97,087",Colisão tras. c/ outro veíc. mov.
Viseu,2011:01:15 05:25:00,0,1,EN16,"94,600",Colisão lat. c/ outro veíc. mov.
Viseu,2011:01:16 20:00:00,1,0,EN2,"163,700",Atropelamento de peões
