Concelho,Datahora,M,FG,Via,Km,Natureza
Abrantes,18-04-2014 21:24,0,1,Avenida do Paiol 724,-,Despiste com capotamento
Abrantes,11-09-2014 06:40,0,1,EM546,-,Despiste com capotamento
Abrantes,10-07-2014 13:50,1,0,EN118,"124,940",Colisão lateral com outro veículo em movimento
Abrantes,07-12-2014 16:30,0,1,EN118,"149,900",Colisão lateral com outro veículo em movimento
Abrantes,10-05-2014 22:30,0,2,EN2,"388,000",Colisão lateral com outro veículo em movimento
Abrantes,20-08-2014 10:30,0,1,EN2,"407,500",Atropelamento de peões
Abrantes,08-10-2014 06:45,1,4,EN2,"418,700",Colisão frontal
Abrantes,14-08-2014 14:45,0,1,EN3,"102,200",Colisão lateral com outro veículo em movimento
Abrantes,30-07-2014 19:15,0,1,EN358-2,"1,000",Despiste simples
Alcanena,26-01-2014 15:37,2,1,A1,"92,200",Despiste com capotamento
Alcanena,23-07-2014 17:20,0,1,EM594,-,Despiste simples
Alcanena,14-03-2014 11:00,0,1,Rua D Nuno Alvares Pereira,-,Colisão frontal
Alcanena,21-06-2014 12:10,1,0,Rua da Louriceira,-,Colisão traseira com outro veículo em movimento
Alcanena,06-12-2014 00:45,0,1,Rua Luís Vaz de Camões,-,Despiste com colisão com veículo imobil. ou obstáculo
Alcanena,14-10-2014 16:16,0,1,Rua Nossa Senhora de Fátima 39,-,Despiste com capotamento
Almeirim,19-10-2014 11:50,0,1,-,-,Colisão traseira com outro veículo em movimento
Almeirim,12-07-2014 18:15,0,1,EM578,-,Colisão lateral com outro veículo em movimento
Almeirim,18-01-2014 16:00,0,1,EM589,"1,800",Despiste simples
Almeirim,20-12-2014 10:45,1,0,EN114,"90,550",Colisão frontal
Almeirim,05-06-2014 09:30,0,1,EN118,"65,850",Colisão lateral com outro veículo em movimento
Almeirim,07-07-2014 18:17,0,1,EN118,"75,800",Despiste simples
Almeirim,30-12-2014 15:35,2,0,Rua de Coruche 13,-,Colisão lateral com outro veículo em movimento
Almeirim,20-02-2014 18:20,0,1,Rua General Humberto Delgado,-,Colisão frontal
Alpiarca,15-08-2014 13:10,0,1,Rua da Fonte,-,Colisão lateral com outro veículo em movimento
Benavente,17-07-2014 23:40,0,1,-,-,Despiste com colisão com veículo imobil. ou obstáculo
Benavente,27-07-2014 16:15,0,1,-,-,Colisão lateral com outro veículo em movimento
Benavente,28-04-2014 16:50,0,1,A13,"36,850",Despiste simples
Benavente,26-01-2014 15:55,0,1,Ava 25 de Abril 43,-,Colisão com outras situações
Benavente,07-05-2014 08:00,0,1,Ava O Século 4,-,Atropelamento de peões
Benavente,09-04-2014 18:40,0,2,EM515,"5,800",Colisão frontal
Benavente,09-03-2014 07:50,0,2,EN10,"90,800",Despiste com capotamento
Benavente,02-05-2014 17:35,0,1,EN118,"12,953",Despiste simples
Benavente,22-07-2014 21:40,1,0,EN118,"13,485",Despiste com dispositivo de retenção
Benavente,22-10-2014 14:00,0,1,EN118,"13,500",Colisão lateral com outro veículo em movimento
Benavente,09-12-2014 10:43,1,0,EN118,"17,400",Despiste simples
Benavente,12-04-2014 17:00,1,0,EN118,"41,000",Atropelamento de peões
Benavente,10-05-2014 12:40,1,0,EN118,"41,700",Despiste com colisão com veículo imobil. ou obstáculo
Benavente,15-08-2014 00:30,0,1,EN118,"43,200",Despiste com colisão com veículo imobil. ou obstáculo
Benavente,13-02-2014 19:50,0,1,EN118,"43,600",Despiste simples
Benavente,09-06-2014 23:30,0,1,EN118-1,"8,200",Despiste com capotamento
Benavente,16-11-2014 17:30,0,3,EN119,"29,462",Colisão frontal
Benavente,22-03-2014 13:10,1,0,Rua da Igreja,-,Despiste com capotamento
Cartaxo,18-05-2014 09:00,0,1,EN3,"17,637",Despiste simples
Cartaxo,19-07-2014 15:20,0,2,EN3,"22,090",Colisão frontal
Cartaxo,09-02-2014 15:43,0,3,EN3,"22,200",Colisão traseira com outro veículo em movimento
Cartaxo,16-09-2014 08:50,0,1,EN3,"23,000",Colisão com outras situações
Cartaxo,04-10-2014 20:00,0,1,EN3,"25,200",Colisão com outras situações
Cartaxo,04-10-2014 13:50,0,1,EN3,"26,583",Colisão frontal
Cartaxo,10-04-2014 14:00,1,0,Rua D Afonso Henriques 88,-,Despiste simples
Cartaxo,06-03-2014 13:45,0,1,Rua de São Gens,-,Despiste simples
Cartaxo,16-04-2014 23:50,0,1,Rua Doutor Manuel Bernardo das Neves 6,-,Despiste sem dispositivo de retenção
Cartaxo,23-10-2014 18:50,0,1,Rua Doutor Manuel Gomes da Silva 39,-,Atropelamento de peões
Cartaxo,14-05-2014 19:40,0,1,Rua Luís Duarte 18,-,Atropelamento de peões
Cartaxo,29-04-2014 15:20,1,0,Rua Vale de Moinhos,-,Despiste simples
Chamusca,28-09-2014 19:30,0,1,EM574,-,Despiste simples
Chamusca,17-11-2014 20:40,1,0,EN118,"86,500",Colisão frontal
Constancia,18-10-2014 07:15,1,0,A23,"28,600",Colisão traseira com outro veículo em movimento
Constancia,11-11-2014 18:05,0,1,EN118,"120,500",Colisão lateral com outro veículo em movimento
Coruche,07-04-2014 17:30,0,1,Ava Luís de Camões,-,Atropelamento de peões
Coruche,26-09-2014 18:49,1,3,EM580,-,Despiste com colisão com veículo imobil. ou obstáculo
Coruche,16-12-2014 07:20,0,1,EM580,-,Colisão traseira com outro veículo em movimento
Coruche,24-06-2014 05:00,0,1,EM590,-,Despiste simples
Coruche,08-12-2014 17:10,0,1,EM590,-,Colisão lateral com outro veículo em movimento
Coruche,21-07-2014 12:15,0,3,EN114,"106,300",Despiste com colisão com veículo imobil. ou obstáculo
Coruche,07-08-2014 09:05,0,1,EN114,"115,700",Colisão lateral com outro veículo em movimento
Coruche,15-06-2014 00:01,1,0,EN114,"124,500",Despiste simples
Coruche,10-09-2014 16:00,1,1,EN119,"33,450",Despiste simples
Coruche,09-04-2014 15:00,1,0,EN119,"34,400",Colisão frontal
Coruche,23-08-2014 09:30,0,2,EN119,"43,200",Colisão frontal
Coruche,05-08-2014 23:35,0,1,EN119,"45,000",Despiste simples
Coruche,04-01-2014 14:15,0,1,EN119,"49,900",Colisão com fuga
Coruche,19-11-2014 16:00,1,0,EN251,"30,000",Colisão frontal
Coruche,29-04-2014 11:21,0,1,EN251,"53,200",Colisão lateral com outro veículo em movimento
Coruche,09-12-2014 18:20,0,1,Estrada da Lamarosa 188,-,Colisão com veiculo ou obstáculo na faixa de rodagem
Entroncamento,10-12-2014 16:30,1,0,EN365,"0,000",Colisão frontal
Entroncamento,09-04-2014 18:00,0,2,Rua Engenheiro Ferreira de Mesquita 0,-,Despiste sem dispositivo de retenção
Entroncamento,06-09-2014 03:05,0,1,Rua Engenheiro Ferreira de Mesquita SN,-,Despiste com colisão com veículo imobil. ou obstáculo
Ferreira do Zezere,27-04-2014 20:40,0,1,EN110,"78,350",Despiste com capotamento
Ferreira do Zezere,04-02-2014 14:20,0,2,EN110,"183,200",Despiste simples
Ferreira do Zezere,23-03-2014 13:30,0,1,Rua António Antunes Braz,-,Colisão com outras situações
Ferreira do Zezere,12-09-2014 08:45,0,1,Rua Eduardo Mota,-,Colisão lateral com outro veículo em movimento
Ferreira do Zezere,24-08-2014 20:05,0,1,Rua Francisco Sousa Godinho 1640,-,Despiste com colisão com veículo imobil. ou obstáculo
Golega,18-04-2014 07:00,1,0,Rua de São José 7,-,Despiste simples
Macao,08-11-2014 00:30,0,1,Rua 5 de Outubro,-,Despiste simples
Ourem,21-10-2014 07:45,1,0,A1,"105,650",Despiste com capotamento
Ourem,13-11-2014 14:45,0,1,A1,"111,000",Despiste com capotamento
Ourem,23-09-2014 07:40,0,1,Ava 21 de Junho,-,Despiste com colisão com veículo imobil. ou obstáculo
Ourem,14-08-2014 16:30,0,1,Ava João XXIII,-,Colisão lateral com outro veículo em movimento
Ourem,15-06-2014 19:40,1,0,EN113-1,"3,650",Atropelamento de peões
Ourem,04-05-2014 22:10,0,1,EN113-1,"4,300",Despiste simples
Ourem,07-08-2014 11:30,0,1,Estrada Coelho Prazeres 8,-,Colisão frontal
Ourem,28-11-2014 19:10,0,1,Estrada do Vale,-,Atropelamento de peões
Ourem,26-11-2014 19:05,0,1,Rua 1o de Maio,-,Atropelamento de peões
Ourem,16-06-2014 19:15,1,0,Rua 5 de Outubro 1,-,Atropelamento de peões
Ourem,12-02-2014 19:00,0,1,Rua Cidade de Ourém,-,Atropelamento de peões
Ourem,10-09-2014 18:35,0,1,Rua do Poço Velho 86,-,Despiste simples
Ourem,05-08-2014 17:15,0,1,Rua dos Cardiais,-,Colisão lateral com outro veículo em movimento
Ourem,12-10-2014 01:15,0,1,Rua Principal,-,Despiste com capotamento
Ourem,01-05-2014 14:55,0,1,Rua Santo António,-,Despiste simples
Rio Maior,21-03-2014 10:30,0,1,Ava de Portugal,-,Atropelamento de peões
Rio Maior,15-01-2014 20:00,0,1,Ava Doutor Mário Soares,-,Atropelamento de peões
Rio Maior,13-09-2014 21:00,0,1,EM509,-,Atropelamento de peões
Rio Maior,18-06-2014 13:30,0,1,EM566,-,Colisão frontal
Rio Maior,30-06-2014 17:05,1,0,EM583,-,Colisão traseira com outro veículo em movimento
Rio Maior,06-02-2014 19:50,0,1,EN1,"68,030",Colisão lateral com outro veículo em movimento
Rio Maior,03-06-2014 07:50,0,1,EN114,"49,000",Colisão choque em cadeia
