Concelho,Datahora,M,FG,Via,km,Natureza
Lagoa,2012:02:12 16:49:00,0,1,EM25,,Desp. c/ col. c/ veíc. imobil./obst.
Lagoa,2012:02:29 20:30:00,0,1,EM530-1,,Colisão frontal
Lagoa,2012:08:10 16:45:00,0,1,EM530-1,,Desp. c/ col. c/ veíc. imobil./obst.
Lagoa,2012:08:10 20:30:00,0,1,EM530,,Desp. c/ col. c/ veíc. imobil./obst.
Lagoa,2012:08:25 17:50:00,1,0,EM25,,Despiste simples
Lagoa,2012:09:27 17:55:00,0,1,R. Centro de Saúde de Lagoa,,Colisão lat. c/ outro veíc. mov.
Lagoa,2012:12:04 17:30:00,0,1,EN125,"46,600",Colisão frontal
Lagoa,2012:12:24 03:55:00,0,1,Rua do Regato,,Despiste simples
Lagos,2012:01:21 09:10:00,0,1,Rotunda Dom João II,,Colisão lat. c/ outro veíc. mov.
Lagos,2012:02:01 18:40:00,0,1,EN125,"27,000",Colisão lat. c/ outro veíc. mov.
Lagos,2012:05:26 20:55:00,1,0,EM539,,Despiste simples
Lagos,2012:07:09 06:55:00,0,1,EN120,"168,700",Despiste s/ dispositivo retenção
Lagos,2012:07:16 11:35:00,1,0,Outra Via,,Atropelamento de peões
Lagos,2012:08:03 07:47:00,0,1,Urbanização Amendoeiras,,Atropelamento de peões
Lagos,2012:08:05 18:10:00,0,1,M. Est. S.Gonçalo - Av.a Descobr.,,Despiste s/ dispositivo retenção
Lagos,2012:08:16 23:30:00,0,1,EN125,"28,400",Colisão lat. c/ outro veíc. mov.
Lagos,2012:08:22 17:45:00,1,0,R. Hermano Nascimento Batista,,Co  li s  ã  of r o  n  t a  l
Lagos,2012:08:25 18:15:00,0,1,EN125,"28,400",Colisão lat. c/ outro veíc. mov.
Lagos,2012:08:27 20:00:00,0,1,EN125,"27,800",Atropelamento com fuga
Lagos,2012:10:06 20:10:00,0,1,EM537,,Colisão frontal
Lagos,2012:10:12 16:40:00,0,1,Ava República,,Atropelamento de peões
Lagos,2012:11:05 15:15:00,0,1,EN120,"169,000",Colisão frontal
Lagos,2012:11:17 18:06:00,0,1,Arr. s/ a Pte. Ribeira Bensafrim,,Atropelamento de peões
Loulé,2012:01:02 14:40:00,0,2,EN125,"96,600",Colisão frontal
Loulé,2012:02:05 20:55:00,1,0,EN270,"21,600",Despiste c/ capotamento
Loulé,2012:02:19 18:45:00,0,1,EST DA FONTE SANTA,,Atropelamento de peões
Loulé,2012:02:20 03:30:00,0,1,EN124,"62,800",Despiste simples
Loulé,2012:02:22 01:03:00,0,1,A22,"69,600",Despiste c/ dispositivo retenção
Loulé,2012:02:22 17:00:00,0,1,R DO COMERCIO,,Despiste simples
Loulé,2012:03:16 17:00:00,1,0,R FRANCISCO SA CARNEIRO,,Atropelamento de peões
Loulé,2012:03:31 21:15:00,0,3,EN124,"67,000",Despiste c/trans. disp.ret.lateral
Loulé,2012:04:03 04:15:00,1,1,EN125,"84,100",Colisão frontal
Loulé,2012:04:14 18:40:00,0,1,EN125,"76,150",Colisão lat. c/ outro veíc. mov.
Loulé,2012:04:18 01:10:00,1,0,EN124,"56,500",Despiste simples
Loulé,2012:04:25 21:30:00,0,2,EN124,"46,000",Despiste c/ capotamento
Loulé,2012:05:01 20:55:00,1,2,Estrada Municipal,,Colisão frontal
Loulé,2012:05:23 17:20:00,1,0,EN125,"87,100",Colisão lat. c/ outro veíc. mov.
Loulé,2012:06:17 22:00:00,0,1,EN125-4,"5,400",Colisão frontal
Loulé,2012:06:25 10:00:00,0,1,EN525,"5,000",Colisão frontal
Loulé,2012:07:18 18:30:00,0,1,EN270,"34,000",Colisão com outras situações
Loulé,2012:07:19 09:00:00,0,1,Estrada Municipal,,Atropelamento de peões
Loulé,2012:07:23 03:00:00,1,0,EN125-4,,Despiste simples
Loulé,2012:08:01 08:56:00,0,1,Rua do Serradinho,,Colisão lat. c/ outro veíc. mov.
Loulé,2012:08:29 08:00:00,0,1,Estrada Municipal,,Colisão lat. c/ outro veíc. mov.
Loulé,2012:08:30 20:15:00,1,0,EN125,"96,500",Colisão lat. c/ outro veíc. mov.
Loulé,2012:09:08 08:20:00,0,1,EN125,"94,220",Despi c/ col. c/ veíc. imobil./obst.
Loulé,2012:09:14 20:55:00,0,1,EM525,"9,000",Atropelamento de peões
Loulé,2012:09:16 03:30:00,1,0,EN2,"708,200",Despiste simples
Loulé,2012:10:07 19:30:00,1,0,Ava Doutor Francisco Sá Carneiro,,Desp. c/ col. c/ veíc. imobil./obst.
Loulé,2012:10:08 20:45:00,2,3,EN125,"85,500",Colisão lat. c/ outro veíc. mov.
Loulé,2012:11:17 19:30:00,0,2,EM524-1,"4,200",Colisão frontal
Loulé,2012:11:23 21:10:00,1,0,EN125,"92,800",Colisão frontal
Loulé,2012:12:02 18:30:00,0,1,EN270,"24,150",Colisão frontal
Loulé,2012:12:22 17:15:00,1,0,Estrada Escanximas-Vale Lobo,,Despiste simples
Monchique,2012:01:26 20:30:00,0,1,EM1007,,Despiste c/ capotamento
Monchique,2012:07:30 18:22:00,0,1,EN267,"16,200",Colisão tras. c/ outro veíc. mov.
Monchique,2012:08:10 16:00:00,0,1,EN267,"43,000",Despiste c/ capotamento
Monchique,2012:08:29 10:30:00,0,1,EN267,"18,500",Despiste simples
Monchique,2012:09:04 17:16:00,1,0,Estrada Municipal,,Despiste c/ capotamento
Monchique,2012:09:30 08:45:00,0,3,EN266,"50,450",Colisão frontal
Monchique,2012:10:28 17:25:00,0,1,EN266,"47,619",Colisão frontal
Olhão,2012:01:10 06:50:00,0,2,EN125,"120,300",Atropelamento de peões
Olhão,2012:03:08 15:20:00,0,1,EN125,"117,000",Colisão frontal
Olhão,2012:03:30 18:30:00,0,1,EM516,,Colisão com outras situações
Olhão,2012:06:27 09:00:00,0,1,urbanização Vila Formosa,,Atropelamento de peões
Olhão,2012:07:07 06:30:00,0,1,EN125,"121,000",Despiste simples
Olhão,2012:07:30 17:06:00,0,1,EM516-3,,Despiste c/ col. c/ veíc. imobil./obst.
Olhão,2012:08:18 23:00:00,0,2,Estrada Municipal,,Colisão com outras situações
Olhão,2012:09:14 15:15:00,1,0,Azinhaga da Patinha,,Atropelamento de peões
Portimão,2012:01:07 23:55:00,0,1,Av S. Lourenço da Barrosa,,Colisão com outras situações
Portimão,2012:01:12 18:15:00,0,1,Avenida Brasil,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Portimão,2012:01:15 19:15:00,0,1,EN125,"37,800",Colisão lat. c/ outro veíc. mov.
Portimão,2012:01:21 08:45:00,0,2,Rua D. Carlos I,,Atropelamento de peões
Portimão,2012:01:28 00:00:00,2,0,Porto Comercial Portimão,,Co  l i s ã  of r  o  n  t a  l
Portimão,2012:02:15 15:45:00,0,1,Rua Direita,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Portimão,2012:02:18 14:30:00,0,1,Av. S. Lourenço Barrosa,,At r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Portimão,2012:03:12 08:25:00,0,1,Rua Nova,,C  o  l i s  ã  ola  t .  c  /  o  u  t r ov  e  í c  .mov.
,,,,Ac. Av. Paul Harris/ Av. S.,,
Portimão,2012:03:18 00:30:00,0,2,,,Colisão lat. c/ outro veíc. mov.
,,,,Lourenço Barrosa,,
Portimão,2012:04:04 16:20:00,0,1,Outra Via,,Despiste simples
Portimão,2012:05:26 04:50:00,1,0,Estrada Municipal,,Despiste c/ capotamento
Portimão,2012:06:18 21:45:00,0,1,Rua Quinta das Oliveiras,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Portimão,2012:06:23 14:45:00,0,1,R. Cte. Carvalho Araújo,,Colisão tras. c/ outro veíc. mov.
Portimão,2012:07:19 20:00:00,0,2,Rua Poço Seco,,D  e  s  p  i s  t ec o  mf u  g  a
Portimão,2012:07:23 16:50:00,0,1,EN125,,Atropelamento com fuga
Portimão,2012:07:30 09:05:00,0,1,Av. S. Lourenço Barrosa,,Co  l i s ã  oc  o  mo  u  t r a  ss  i t u  a  ç ões
Portimão,2012:08:03 08:25:00,0,1,EN125,"43,050",Colisão lat. c/ outro veíc. mov.
Portimão,2012:08:16 11:15:00,1,0,Avenida 25 de Abril,,Co  l i s ã  oc  o  mo  u  t r a  ss  i t u  a  ç  õ  e s
Portimão,2012:09:06 11:15:00,0,1,Rua Francisco Bivar,,Atropelamento de peões
Portimão,2012:09:18 19:50:00,0,1,Ava V 3,,Colisão lat. c/ outro veíc. mov.
Portimão,2012:10:05 22:20:00,0,1,Estrada Municipal,,Despiste simples
Portimão,2012:11:14 17:15:00,0,1,Rua Cedros Bemposta,,Despiste c/ col. c/ veíc. imobil./obst.
Portimão,2012:11:16 08:30:00,0,1,EN124,"5,000",Despiste c/ capotamento
Portimão,2012:12:09 07:30:00,0,1,EN125,"43,500",Colisão frontal
S. Brás Alportel,2012:03:24 22:50:00,0,1,EN2,"724,000",Despiste c/ capotamento
S. Brás Alportel,2012:04:24 22:30:00,0,1,EM517,,Despiste simples
S. Brás Alportel,2012:08:07 13:50:00,0,1,Outra Via,,Colisão frontal
S. Brás Alportel,2012:12:26 15:00:00,0,1,Estrada Municipal,,Despiste s/ dispositivo de retenção
Silves,2012:01:14 19:00:00,0,1,EN124,"37,135",Atropelamento com fuga
Silves,2012:01:24 21:15:00,0,1,R DO MIRANTE,,Despiste c/ col. c/ veíc. imobil./obst.
Silves,2012:02:10 17:30:00,0,1,Estrada Municipal,,Colisão lat. c/ outro veíc. mov.
Silves,2012:02:19 06:10:00,1,1,EN269-2,"0,200",Despiste c/ capotamento
Silves,2012:02:25 15:30:00,1,0,EN269,"1,200",Despiste c/ col. c/ veíc. imobil./obst.
Silves,2012:02:25 19:20:00,0,2,EN269,"3,900",Colisão frontal
Silves,2012:04:24 10:37:00,1,0,Estrada Municipal,,Atropelamento de peões
Silves,2012:05:02 07:10:00,1,2,IC1,"730,000",Colisão frontal
Silves,2012:07:24 11:40:00,0,1,Estrada Municipal,,Despiste c/ capotamento
Silves,2012:09:20 07:50:00,0,1,EM1077,,Despiste simples
Silves,2012:10:07 00:50:00,0,1,IC1,"697,500",Despiste simples
Silves,2012:10:14 22:20:00,0,1,EN125,"63,100",Atropelamento de peões
Tavira,2012:05:22 20:00:00,0,1,EN125,"123,800",Colisão lat. c/ outro veíc. mov.
Tavira,2012:05:25 14:55:00,0,1,EM508,,Colisão lat. c/ outro veíc. mov.
Tavira,2012:07:11 07:00:00,1,0,EN125,"135,400",Atropelamento de peões
Tavira,2012:08:10 19:30:00,0,1,Estrada Municipal,,Despiste c/ capotamento
Tavira,2012:08:11 17:00:00,0,1,Rua Álvaro de Campos,,Co  li s  ã  of r o  n  t a  l
Tavira,2012:12:12 12:45:00,0,1,EN125,"125,750",Colisão c/veic./obstáculo f.rodagem
Tavira,2012:12:31 18:00:00,0,1,EN125,"132,700",Atropelamento de peões
Vila do Bispo,2012:01:11 18:00:00,0,1,MONTE DO PARDIEIRO,,Despiste c/ capotamento
Vila do Bispo,2012:08:24 20:30:00,0,1,EN268,"4,532",Despiste simples
V. R. Sto António,2012:01:01 16:00:00,1,0,EN125,"156,400",Colisão lat. c/ outro veíc. mov.
V. R. Sto António,2012:03:11 10:25:00,1,0,Estrada Municipal,,Colisão lat. c/ outro veíc. mov.
V. R. Sto António,2012:03:24 22:30:00,0,1,EN125,"156,000",Despiste c/ col. c/ veíc. imobil./obst.
V. R. Sto António,2012:05:02 09:25:00,1,1,EN125,"146,750",Atropelamento de peões
V. R. Sto António,2012:07:03 10:45:00,0,1,Estrada da manta rota,,Colisão lat. c/ outro veíc. mov.
V. R. Sto António,2012:07:14 12:15:00,0,1,Rua Estação Velha,,Co  l i s ã  of r  o  n  t a  l
V. R. Sto António,2012:09:01 19:40:00,0,1,Ava Man. Rosa Mendes,,Colisão lat. c/ outro veíc. mov.
V. R. Sto António,2012:09:07 23:40:00,1,0,EM509,,Despiste simples
V. R. Sto António,2012:10:15 07:50:00,0,1,R. Professor Egas Moniz,,Co  l i s ã  ot r  a  s .  c  /  o  u  t r ov  e  í c  .mo  v  .
Albufeira,2012:02:10 00:25:00,0,1,EST DE VALE PEDRAS,,Despiste simples
Albufeira,2012:03:21 12:45:00,1,0,EN125,"74,200",Colisão lat. c/ outro veíc. mov.
Albufeira,2012:03:22 15:00:00,1,0,A22,"50,355",Colisão com outras situações
Albufeira,2012:03:30 09:30:00,0,1,AV  12 DE JULHO,,Atropelamento de peões
Albufeira,2012:06:09 08:15:00,0,1,EN125,"68,100",Despiste simples
Albufeira,2012:09:12 05:45:00,0,1,Ava Descobrim. (rot. Lidl),,Atropelamento de peões
Albufeira,2012:09:18 05:30:00,0,1,EN125,"67,900",Despiste c/ capotamento
Albufeira,2012:10:23 19:10:00,1,0,EN395,"58,900",Atropelamento de peões
Albufeira,2012:11:15 22:20:00,1,0,EN125,"67,300",Colisão com fuga
Albufeira,2012:11:25 22:54:00,0,1,EN270,"4,450",Despiste s/ dispositivo de retenção
Albufeira,2012:12:26 22:00:00,0,1,Rua do Município,,Colisão lat. c/ outro veíc. mov.
Alcoutim,2012:02:28 13:50:00,0,1,EN124,"132,570",Despiste c/ col. c/ veíc. imobil./obst.
Alcoutim,2012:05:16 22:30:00,0,1,EN122,"87,400",Despiste simples
Alcoutim,2012:06:03 10:15:00,0,1,Outra Via,,Despiste c/ capotamento
Alcoutim,2012:09:06 21:15:00,0,1,EN122,"74,100",Despiste c/ capotamento
Alcoutim,2012:11:04 18:00:00,0,1,EN124,"131,300",Colisão lat. c/ outro veíc. mov.
Aljezur,2012:08:18 18:45:00,0,1,R. Nossa Senhora da Guia,,Despiste c/ col. c/ veíc. imobil./obst.
Castro Marim,2012:01:02 21:00:00,0,1,A22,"128,150",Despiste c/ dispositivo de retenção
Castro Marim,2012:02:24 14:30:00,1,0,R DA ALAGOA,,Atropelamento de peões
Castro Marim,2012:06:06 12:40:00,0,1,EN125,"152,500",Colisão com outras situações
Castro Marim,2012:06:14 03:00:00,1,0,AV 24 DE JUNHO,,Despiste c/ col. c/ veíc. imobil./obst.
Castro Marim,2012:06:30 11:10:00,1,0,EN125-6,"2,800",Despiste c/ capotamento
Castro Marim,2012:07:22 04:00:00,0,2,A22,"128,100",Despiste simples
Faro,2012:01:13 13:50:00,0,1,EM1305,,Colisão lat. c/ outro veíc. mov.
Faro,2012:01:28 19:00:00,0,1,EN2,"737,000",Colisão frontal
Faro,2012:02:29 19:20:00,0,1,EM518,,Atropelamento de peões
Faro,2012:03:01 06:40:00,0,1,EN125-10,"1,600",Atropelamento de peões
Faro,2012:03:03 06:00:00,1,0,EM2006,,Atropelamento com fuga
Faro,2012:03:09 07:00:00,0,1,Rua Alportel,,D  e  s  p  i s  t es  /  d  is  p  o  s  i t i v od  eretenção
Faro,2012:04:18 09:00:00,0,1,R. Eng. Nuno Abecassis,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Faro,2012:04:19 10:30:00,1,0,Estrada Municipal,,Despiste simples
Faro,2012:05:03 12:25:00,0,1,EM520-2,,Colisão lat. c/ outro veíc. mov.
Faro,2012:05:07 22:22:00,0,1,Outra Via,,Colisão com outras situações
Faro,2012:05:09 02:00:00,0,1,EM516,,Despiste c/ capotamento
Faro,2012:05:13 02:12:00,2,0,A2,"77,100",Despiste c/ dispositivo de retenção
Faro,2012:05:16 11:10:00,0,1,Av. Dr.J.Filipe A.Carrapato,,A  t r o  p  e  l a  me  n  t od  e  peões
Faro,2012:05:31 11:40:00,0,1,Rua Portugal,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Faro,2012:06:08 10:20:00,0,1,Estrada da Penha (Faro),,Atropelamento de peões
Faro,2012:06:14 10:00:00,0,1,Rua Alportel,,A  t r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Faro,2012:06:23 02:20:00,0,1,EM517,,Despiste simples
Faro,2012:06:29 12:45:00,0,1,EN2,"731,300",Colisão lat. c/ outro veíc. mov.
Faro,2012:07:20 03:50:00,0,1,EM2010,,Despiste c/ capotamento
Faro,2012:07:23 00:10:00,0,1,EN125-10,"2,615",Despiste c/ col. c/ veíc. imobil./obst.
Faro,2012:08:02 12:30:00,0,1,EN2,"735,800",Colisão frontal
Faro,2012:08:12 12:26:00,1,0,EM520,,Colisão tras. c/ outro veíc. mov.
Faro,2012:09:04 15:20:00,1,0,EM520-1,,Colisão frontal
Faro,2012:09:08 17:45:00,0,1,EN2,"736,100",Colisão lat. c/ outro veíc. mov.
Faro,2012:09:13 18:00:00,1,0,Rua Poeta António Aleixo,,Colisão lat. c/ outro veíc. mov.
Faro,2012:10:03 07:50:00,1,0,EN125,"98,600",Atropelamento de peões
Faro,2012:10:04 16:20:00,0,1,Rua do Cemitério,,Colisão frontal
Faro,2012:10:22 13:45:00,0,1,EN2,"736,600",Colisão lat. c/ outro veíc. mov.
Faro,2012:12:07 08:50:00,1,0,EN125-10,,Despiste simples
Faro,2012:12:21 19:55:00,1,0,EM519,Faro,Despiste c/ capotamento
