Concelho,Datahora,M,FG,Via,Km,Natureza
Alenquer,19-09-2015 19:55,1,0,-,-,"Colisão traseira com outroveículo em movimento"
Alenquer,28-01-2015 15:46,0,1,A1,"30,800",Despiste simples
Alenquer,14-12-2015 14:20,0,1,A1,"36,100","Despiste com transposição dodispositivo de retenção lateral"
Alenquer,27-07-2015 08:40,1,0,EN3,"0,433","Colisão traseira com outroveículo em movimento"
Alenquer,28-12-2015 09:40,1,0,EN9,"92,900",Despiste com capotamento
Alenquer,03-12-2015 22:40,0,1,IC2,"31,500",Colisão com outras situações
Alenquer,08-02-2015 22:05,0,1,IC2,"32,800",Despiste com capotamento
Alenquer,01-04-2015 20:40,1,0,IC2,"36,356",Despiste simples
Alenquer,04-05-2015 18:10,0,1,IC2,"37,971","Despiste com colisão com veículoimobil. ou obstáculo"
Alenquer,20-04-2015 08:15,0,1,IC2,"42,900","Despiste com dispositivo deretenção"
Alenquer,14-11-2015 16:10,0,1,IC2,"43,410","Colisão lateral com outro veículoem movimento"
Alenquer,24-07-2015 07:20,1,0,IC2,"50,300",Colisão frontal
Alenquer,06-10-2015 17:00,0,1,"Rua Combatentes da GrandeGuerra 5",-,"Colisão com veiculo ou obstáculona faixa de rodagem"
Amadora,09-05-2015 10:40,0,1,Avenida Dom Pedro V -,-,Atropelamento de peões
Amadora,22-04-2015 18:20,0,1,Avenida Eduardo Malta -,-,Colisão com outras situações
Amadora,11-03-2015 22:05,0,1,Avenida Gorgel do Amaral -,-,"Colisão lateral com outro veículoem movimento"
Amadora,21-11-2015 18:20,0,1,"Continuação da Avenida José Ruy- Direção Pontinha -",-,Atropelamento de peões
Amadora,20-12-2015 04:40,0,2,IC16,"2,500","Colisão traseira com outroveículo em movimento"
Amadora,07-01-2015 18:40,0,1,IC19,"1,000","Colisão traseira com outroveículo em movimento"
Amadora,15-03-2015 12:50,0,1,IC19,"1,800",Atropelamento de peões
Amadora,08-04-2015 20:20,0,1,"Rua Engenheiro Duarte Pacheco21",-,Atropelamento com fuga
Amadora,15-05-2015 20:35,0,1,Rua Indústrias -,-,"Despiste com dispositivo deretenção"
Amadora,05-07-2015 08:45,0,1,Rua Latino Coelho 13,-,"Colisão lateral com outro veículoem movimento"
Amadora,26-03-2015 19:15,0,1,Rua Manuel Ribeiro de Pavia --,-,Atropelamento de peões
Arruda dos Vinhos,21-02-2015 06:15,0,1,A10,"4,700","Despiste com dispositivo deretenção"
Arruda dos Vinhos,04-09-2015 19:15,0,1,EN115-4,"13,400","Colisão lateral com outro veículoem movimento"
Azambuja,30-06-2015 14:50,0,2,EN3,"7,700",Colisão frontal
Azambuja,13-09-2015 10:50,0,1,Estrada Pina Manique,-,Atropelamento de peões
Azambuja,10-06-2015 21:00,1,0,Rua 25 de Abril 37,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Azambuja,15-10-2015 14:15,0,1,Rua Conselheiro Arouca 99,-,"Colisão lateral com outro veículoem movimento"
Azambuja,22-04-2015 16:30,0,1,Rua dos Casaleiros,-,"Colisão lateral com outro veículoem movimento"
Azambuja,11-04-2015 15:10,0,1,Rua João Caetano 2,-,Atropelamento de peões
Cadaval,22-03-2015 09:45,1,0,-,-,Despiste simples
Cadaval,29-07-2015 22:39,0,1,Rua Bernardo Martins,-,Despiste simples
Cascais,11-11-2015 01:55,0,1,A5,"17,800",Despiste simples
Cascais,28-09-2015 15:40,0,1,"Ava Brigadeiro Victor NovaisGonçalves",-,"Colisão lateral com outro veículoem movimento"
Cascais,04-02-2015 08:30,0,1,Ava da República,-,Despiste simples
Cascais,11-10-2015 01:33,1,0,Ava da República,-,Colisão frontal
Cascais,06-10-2015 10:30,1,0,Avenida Conde Barcelona sn,-,Despiste simples
Cascais,21-04-2015 04:50,0,2,"Avenida Dom Nuno ÁlvaresPereira 39-A",-,"Despiste com transposição dodispositivo de retenção lateral"
Cascais,05-12-2015 10:50,1,0,Avenida Nossa Senhora Cabo sn,-,"Colisão lateral com outro veículoem movimento"
Cascais,11-12-2015 19:30,0,1,"Avenida Nossa Senhora Remédios200",-,Colisão com outras situações
Cascais,01-10-2015 16:14,1,0,EN249-4,-,Atropelamento de peões
Cascais,31-07-2015 14:00,0,1,EN6,"12,000","Despiste sem dispositivo deretenção"
Cascais,22-05-2015 08:25,0,2,EN6,"14,900",Atropelamento de peões
Cascais,10-01-2015 20:45,0,2,EN6,-,Atropelamento de peões
Cascais,14-05-2015 23:45,0,1,EN6,-,"Despiste sem dispositivo deretenção"
Cascais,03-08-2015 19:45,1,0,EN6,-,Atropelamento de peões
Cascais,12-12-2015 06:30,0,1,EN6,-,"Despiste sem dispositivo deretenção"
Cascais,16-11-2015 20:22,0,1,EN6-7,"3,500",Atropelamento de peões
Cascais,22-02-2015 11:30,0,1,EN9-1,-,Colisão frontal
Cascais,06-07-2015 21:40,0,2,Estrada de Manique 1610,-,"Colisão lateral com outro veículoem movimento"
Cascais,19-08-2015 16:15,1,1,Estrada de Talaide -,-,"Despiste com transposição dodispositivo de retenção lateral"
Cascais,27-06-2015 22:10,0,1,Rua Brincos de Princesa 0,-,"Despiste sem dispositivo deretenção"
Cascais,23-12-2015 00:20,0,1,Rua Cesaltino Fialho Gouveia 592,-,Despiste com fuga
Cascais,10-11-2015 10:45,0,1,Rua da Alvada,-,Despiste simples
Cascais,25-06-2015 12:40,0,1,Rua Luís de Camões,-,Atropelamento de peões
Cascais,13-12-2015 13:00,0,1,Rua Matarraque 215,-,"Colisão lateral com outro veículoem movimento"
Cascais,24-07-2015 14:00,0,1,Rua Melvin Jones 0,-,Atropelamento de peões
Lisboa,17-09-2015 16:39,0,1,-,"1,800","Despiste com dispositivo deretenção"
Lisboa,10-01-2015 13:45,0,1,-,-,"Colisão lateral com outro veículoem movimento"
Lisboa,01-02-2015 20:10,0,1,-,-,Atropelamento de peões
Lisboa,02-10-2015 20:05,0,1,Alameda Oceanos 81,-,Atropelamento de peões
Lisboa,14-01-2015 07:40,0,1,Avenida 24 de Julho 1,-,Atropelamento de peões
Lisboa,08-05-2015 12:40,0,1,Avenida 24 de Julho 118,-,Atropelamento de peões
