"",,
11. Listagem dos acidentes com mortos e/ou feridos graves,,
"",,
Concelho Datahora M* FG* Via,km,Natureza
Alandroal 2007:12:05 06:15:00 0 1 EM512,"13,200",Despiste simples
Arraiolos 2007:03:08 23:45:00 1 0 EM1012,"4,950",Despiste simples
Arraiolos 2007:10:13 16:17:00 0 1 EN372-1,"19,700",Despiste com capotamento
Arraiolos 2007:07:21 16:15:00 0 2 EN370,"53,850",Despiste simples
Arraiolos 2007:07:23 17:45:00 0 1 EN4,"105,118",Despiste simples
Arraiolos 2007:06:02 07:30:00 0 1 EN4,"122,900",Atropelamento peões
Arraiolos 2007:05:29 13:30:00 0 1 EM1016,,Despiste com capotamento
Arraiolos 2007:07:15 06:15:00 0 1 EM1012-1,,Colisão frontal
Borba 2007:05:23 10:00:00 1 0 EN255,"0,671",Despiste simples
Borba 2007:09:09 18:00:00 0 1 EN4,"155,630",Col. lat. c/ outro veíc. mov.
Borba 2007:08:06 12:50:00 0 1 EN4,"156,700",Col. lat. c/ outro veíc. mov.
Borba 2007:01:01 00:50:00 0 1 EM508,,Despiste simples
Borba 2007:07:14 22:04:00 1 0 AV NAVE,,Despiste c/ col c/ veíc. imob/obst.
Borba 2007:11:17 04:30:00 2 0 R MONTURO ALTO,,Despiste simples
Estremoz 2007:01:01 19:38:00 0 1 EM514,"1,300",Despiste simples
Estremoz 2007:12:05 10:00:00 0 1 EN4,"152,303",Despiste com capotamento
Estremoz 2007:01:18 18:15:00 0 1 EN18,"235,100",Col. lat. c/ outro veíc. mov.
Estremoz 2007:02:23 19:25:00 0 1 AV 9 ABRIL,,Colisão frontal
"Évora 2007:04:02 11:25:00 0 1 EN256","8,600",Despiste com capotamento
"Évora 2007:10:31 07:40:00 0 1 EN256","11,600",Colisão com fuga
"Évora 2007:08:01 02:00:00 0 1 EN370","69,670",Despiste c/ col c/ veíc. imob/obst.
"Évora 2007:03:23 03:45:00 0 1 EN114","178,589",Col. tras. c/ outro veíc. mov.
"Évora 2007:08:10 09:20:00 1 3 EN18","279,420",Colisão frontal
"Évora 2007:10:24 12:40:00 0 1 EN18","279,877",Despiste c/ col c/ veíc. imob/obst.
"Évora 2007:01:05 07:35:00 0 1 EM1085",,Colisão frontal
ESTR CHAINHA/R PROF,,
