Concelho,Datahora,M*,FG*,,Via,Km,Natureza
"Águeda",2009:10:31 06:00:00,0,1,EN333,,"19,850",Colisão lat. c/outro veíc. mov.
"Águeda",2009:02:21 17:30:00,0,2,EN1,,"227,100",Colisão lat. c/outro veíc. mov.
"Águeda",2009:10:08 18:10:00,0,1,R JOAO BAPTISTA,,,Colisão lat. c/outro veíc. mov.
"Águeda",2009:01:29 08:25:00,0,1,R DAS FIGURAS POPULARES,,,Atropelamento de peões
"Águeda",2009:12:30 13:35:00,0,1,A25,,"39,550",Atropelamento de peões
"Águeda",2009:10:17 19:40:00,1,0,R CHAO PEDRA,,,Atropelamento de peões
"Águeda",2009:09:19 18:25:00,0,1,R PRINCIPAL,,,Despiste simples
"Águeda",2009:09:25 10:30:00,0,1,IC2,,"228,644",Colisão frontal
"Águeda",2009:09:12 08:50:00,0,1,R D XIMENES BELO,,,Despiste simples
"Águeda",2009:08:03 10:00:00,0,1,R FIGURAS POPULARES,,,Colisão com outras situações
"Águeda",2009:08:23 19:45:00,0,1,R PRINCIPAL,,,Colisão frontal
"Águeda",2009:05:02 16:20:00,1,0,EN333,,"18,920",Colisão tras. c/ outro veíc. mov.
"Águeda",2009:02:17 19:55:00,1,0,VAR-ALAGOA,,,Atropelamento com fuga
"Águeda",2009:07:21 12:00:00,0,1,IC2,,"228,500",Despiste simples
"Águeda",2009:04:12 18:20:00,1,0,R EMIGRANTE,,,Despiste com capotamento
"Águeda",2009:03:22 17:20:00,0,1,,,,Despiste com capotamento
"Águeda",2009:11:02 14:40:00,0,1,R GARRIDO,,,Atropelamento de peões
"Águeda",2009:01:10 16:15:00,0,1,,,,Despiste c/col. c/veíc. imobil./obst.
"Águeda",2009:11:14 05:15:00,0,1,R FIDALGO,,,Colisão tras. c/ outro veíc. mov.
"Águeda",2009:08:30 18:20:00,0,1,EN333,,"24,000",Colisão com outras situações
"Águeda",2009:08:23 04:30:00,0,1,,,,Despiste simples
"Águeda",2009:10:17 00:15:00,0,3,EN1,,"241,100",Colisão lat. c/outro veíc. mov.
"Águeda",2009:03:17 17:50:00,0,1,EN1,,"241,600",Colisão lat. c/outro veíc. mov.
"Águeda",2009:06:20 00:00:00,0,1,EM575,,,Despiste s/ disp. retenção
"Águeda",2009:05:11 19:00:00,1,1,EN333,,"24,400",Colisão frontal
"Águeda",2009:12:14 16:50:00,1,0,EN1,,"214,120",Atropelamento de peões
"Águeda",2009:03:17 18:15:00,0,1,EN1,,"227,800",Colisão lat. c/outro veíc. mov.
"Águeda",2009:04:29 20:55:00,1,0,EN23,,"28,000",Atropelamento de peões
Alb-a-Velha,2009:10:27 09:50:00,0,1,R SRA MILAGRES,,,Colisão frontal
Alb-a-Velha,2009:03:03 21:20:00,1,0,EN1,,"251,365",Despiste simples
Alb-a-Velha,2009:09:24 21:40:00,1,0,EN16,,"11,850",Atropelamento de peões
Alb-a-Velha,2009:12:28 12:54:00,0,1,A25,,"29,000",Colisão com outras situações
Alb-a-Velha,2009:09:02 06:46:00,1,0,EN1,,"249,000",Colisão tras. c/ outro veíc. mov.
