Concelho,Datahora,M,FG,Via,Km,Natureza
Braganca,03-09-2013 23:15,0,1,Ava São Sebastião 6,-,Atropelamento de peões
Braganca,01-02-2013 19:25,0,1,Avenida Águedo de Oliveira 000,-,Atropelamento de peões
Braganca,25-10-2013 15:45,0,1,"Avenida Dr. Francisco Sá Carneiro136",-,Atropelamento de peões
Braganca,11-01-2013 14:45,0,1,"Avenida General HumbertoDelgado 000",-,Atropelamento de peões
Braganca,02-03-2013 13:05,0,1,Avenida Sabor 00,-,"Despiste com transposição dodispositivo de retenção lateral"
Braganca,12-08-2013 21:30,1,0,EM503,-,Atropelamento de peões
Braganca,03-05-2013 14:56,1,0,EN218,"25,000",Atropelamento de peões
Braganca,21-09-2013 19:40,0,1,Estrada Turismo 3,-,"Colisão lateral com outro veículoem movimento"
Braganca,27-04-2013 16:55,0,1,IP4,"198,500",Colisão choque em cadeia
Braganca,07-01-2013 10:16,0,1,IP4,"200,000",Colisão frontal
Braganca,04-07-2013 04:30,0,1,Rua António Carlos Alves 000,-,Despiste com fuga
Braganca,09-01-2013 19:00,0,1,Rua Miguel Torga 000,-,Atropelamento de peões
Carrazeda de Ansiaes,05-08-2013 13:30,1,0,-,-,Atropelamento de peões
Carrazeda de Ansiaes,11-12-2013 13:15,0,1,IC5,"59,300",Despiste simples
Carrazeda de Ansiaes,21-05-2013 12:00,1,0,Rua das Mimosas 7,-,Atropelamento de peões
Freixo Espada a Cinta,02-07-2013 18:20,0,1,-,-,Atropelamento de peões
Freixo Espada a Cinta,10-08-2013 04:40,0,1,AC EN221,-,Despiste simples
Freixo Espada a Cinta,13-05-2013 13:40,0,1,EN221,"68,770","Colisão traseira com outro veículoem movimento"
Freixo Espada a Cinta,02-03-2013 15:00,0,1,EN221,"99,400",Colisão frontal
Macedo de Cavaleiros,08-12-2013 08:15,0,1,-,-,Despiste simples
Macedo de Cavaleiros,14-11-2013 08:50,0,1,"Ava Comendador António JoaquimFerreira",-,"Colisão lateral com outro veículoem movimento"
Macedo de Cavaleiros,26-04-2013 11:15,0,1,EM1109,-,Colisão frontal
Macedo de Cavaleiros,24-02-2013 12:20,0,1,Lugar da Peça,-,Despiste simples
Macedo de Cavaleiros,13-01-2013 04:50,0,1,Rua Camilo Castelo Branco 1 A,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Macedo de Cavaleiros,03-12-2013 12:25,0,1,Rua Damião de Góis,-,Atropelamento de peões
Macedo de Cavaleiros,05-09-2013 17:45,0,1,Via Oeste 34,-,Despiste simples
Miranda do Douro,26-11-2013 17:50,0,2,IC5,"162,700",Colisão frontal
Miranda do Douro,09-06-2013 21:30,0,1,Rua Balos do Lugar 59,-,Despiste com capotamento
Mirandela,30-07-2013 14:20,0,1,A4,"162,925","Colisão traseira com outro veículoem movimento"
Mirandela,07-10-2013 08:40,0,1,Avenida das Amoreiras 0,-,Atropelamento de peões
Mirandela,24-01-2013 19:00,0,1,"Avenida Engenheiro CamiloMendonça 0",-,Atropelamento de peões
Mirandela,22-02-2013 13:50,0,2,EM1079,-,"Despiste sem dispositivo deretenção"
Mirandela,06-01-2013 15:20,0,1,EM535,-,Despiste com capotamento
Mirandela,28-02-2013 10:15,0,2,EN15,-,Colisão frontal
Mirandela,24-08-2013 09:50,0,1,EN206,"180,600",Despiste com capotamento
Mirandela,29-10-2013 18:10,0,2,EN206,"195,500","Colisão traseira com outro veículoem movimento"
Mirandela,27-10-2013 16:45,0,1,Largo São Miguel- Mirandela 0,-,Atropelamento de peões
Mirandela,12-11-2013 14:00,0,1,Rua Dom Afonso III 52,-,Colisão frontal
Mirandela,18-11-2013 16:40,0,1,Rua Manuel José de Arriaga 00,-,Despiste com capotamento
Mirandela,06-07-2013 03:50,0,2,Rua República 0,-,"Despiste sem dispositivo deretenção"
Mirandela,14-06-2013 20:15,0,1,Rua São Sebastião 0,-,Atropelamento de peões
Mogadouro,23-06-2013 20:30,1,0,-,-,Despiste com capotamento
Mogadouro,07-10-2013 13:40,0,1,-,-,Atropelamento de peões
Mogadouro,13-10-2013 10:10,0,2,-,-,Despiste com capotamento
Mogadouro,30-04-2013 11:33,0,1,EM600-3,-,Despiste com capotamento
Mogadouro,07-12-2013 17:20,1,0,EN221,"35,151",Atropelamento de peões
Mogadouro,01-12-2013 13:55,0,1,EN221-7,"3,400","Despiste com colisão com veículoimobil. ou obstáculo"
Mogadouro,27-02-2013 09:05,0,2,IC5,"123,250",Colisão frontal
Mogadouro,10-08-2013 13:00,0,1,IC5,"127,250",Colisão frontal
Torre de Moncorvo,16-12-2013 01:50,0,2,EN220,"0,900","Despiste com colisão com veículoimobil. ou obstáculo"
Vila Flor,20-07-2013 19:00,0,1,EN213,"73,680","Colisão lateral com outro veículoem movimento"
Vimioso,13-04-2013 17:40,0,1,"Ava Alcanilhes com RuaProlongamento dos Barreiros 1",-,Atropelamento de peões
Vinhais,31-03-2013 17:00,0,1,EN103,"211,400",Despiste com capotamento
