Concelho,Datahora,M,FG,,Via,Km,Natureza
Alcobaca,06-01-2011 23:45,0,1,A8,,"103,400",Despiste com capotamento
Alcobaca,12-07-2011 04:30,0,1,AV RAINHA STA IS...,,-,Despiste simples
Alcobaca,05-04-2011 13:05,0,1,Avenida General H...,,-,Colisão lateral com outro veículo em mov...
Alcobaca,25-08-2011 14:00,1,0,EM551,,-,Colisão com veiculo ou obstáculo na faix...
Alcobaca,06-02-2011 16:30,0,1,EN1,,"87,900",Colisão frontal
Alcobaca,09-06-2011 18:12,0,1,EN1,,"95,000",Colisão lateral com outro veículo em mov...
Alcobaca,11-06-2011 18:40,1,1,EN1,,"98,900",Colisão frontal
Alcobaca,04-06-2011 03:40,0,4,EN242,,"20,100",Despiste com capotamento
Alcobaca,06-02-2011 11:30,1,0,EN242,,"43,500",Despiste simples
Alcobaca,04-12-2011 18:30,0,1,EST DA AZAMBUJE...,,-,Atropelamento de peões
Alcobaca,23-02-2011 08:42,0,1,IC2,,"85,800",Atropelamento de peões
Alcobaca,11-05-2011 07:42,0,1,IC2,,"94,000",Colisão choque em cadeia
Alcobaca,20-12-2011 13:00,0,1,IC2,,"95,550",Colisão lateral com outro veículo em mov...
Alcobaca,01-07-2011 08:00,0,2,R 1o DE JULHO,,-,Colisão frontal
Alcobaca,04-10-2011 18:00,0,1,R MARIA OLIVEIR...,,-,Atropelamento de peões
Alcobaca,22-07-2011 20:38,1,0,R PRINCIPAL,,-,Atropelamento de peões
Alcobaca,10-05-2011 10:20,0,1,R PRINCIPAL - CAS...,,-,Despiste simples
Alcobaca,06-08-2011 12:25,0,1,R REI DA MEMORIA,,-,Colisão lateral com outro veículo em mov...
Alcobaca,10-10-2011 10:55,0,1,Rua Afonso Lopes ...,,-,Atropelamento de peões
Alcobaca,31-01-2011 10:12,0,1,Rua Luís de Camõe...,,-,Atropelamento de peões
Alvaiazere,02-04-2011 03:50,0,1,EN110,,"55,450",Despiste simples
Alvaiazere,20-07-2011 18:30,0,2,EN110,,"73,600",Colisão lateral com outro veículo em mov...
Alvaiazere,14-11-2011 09:20,0,1,R JOSE RIBEIRO D...,,-,Atropelamento de peões
Ansiao,23-03-2011 16:35,0,1,EM1075,,"0,010",Colisão lateral com outro veículo em mov...
Ansiao,10-08-2011 17:55,0,1,EM237,,"38,300",Colisão frontal
Ansiao,24-01-2011 14:50,0,1,EM348,,"0,010",Despiste com colisão com veículo imobil. ...
Ansiao,02-04-2011 08:20,1,0,IC8,,"59,000",Atropelamento de peões
Ansiao,11-07-2011 01:15,0,1,IC8,,"65,900",Colisão lateral com outro veículo em mov...
Ansiao,24-09-2011 13:40,0,1,IC8,,"67,100",Colisão frontal
Ansiao,01-10-2011 18:45,0,1,IC8,,"72,600",Colisão frontal
Ansiao,16-10-2011 15:30,0,1,R PRINCIPAL,,-,Despiste simples
Batalha,22-11-2011 01:45,1,0,-,,-,Colisão frontal
Batalha,30-10-2011 23:21,1,0,EN1,,"113,300",Atropelamento de peões
Batalha,17-12-2011 13:20,0,1,EN356,,"24,650",Colisão lateral com outro veículo em mov...
Batalha,27-08-2011 00:30,0,1,EST PRINCIPAL - ...,,-,Colisão lateral com outro veículo em mov...
Batalha,05-09-2011 23:00,0,1,EST S SEBASTIAÕ ...,,-,Colisão frontal
Batalha,15-01-2011 16:50,3,0,ESTRADA DO CEMI...,,-,Colisão frontal
Batalha,15-02-2011 10:30,0,1,R DE LEIRIA,,-,Colisão lateral com outro veículo em mov...
Bombarral,31-07-2011 18:53,0,1,A8,,"66,000",Colisão traseira com outro veículo em m...
Bombarral,29-05-2011 18:00,1,0,CAMINHO VICINAL...,,-,Despiste com capotamento
Bombarral,14-05-2011 22:20,0,2,EN8,,"73,800",Colisão frontal
Bombarral,27-12-2011 17:00,0,2,R DO PICOTO,,-,Despiste com capotamento
Caldas da Rainha,05-05-2011 08:30,1,0,-,,"0,010",Despiste com capotamento
Caldas da Rainha,01-01-2011 02:15,1,0,EN360,,"18,800",Despiste simples
Caldas da Rainha,05-04-2011 22:45,0,1,EN8,,"93,100",Colisão frontal
Caldas da Rainha,02-04-2011 18:40,0,1,ESTRADA DA FON...,,-,Despiste simples
Caldas da Rainha,10-12-2011 17:00,0,1,R DO OUTEIRO,,-,Despiste com colisão com veículo imobil. ...
Caldas da Rainha,18-11-2011 12:50,0,1,R S GREGORIO,,-,Colisão lateral com outro veículo em mov...
Caldas da Rainha,04-03-2011 14:20,0,1,Rua General Amílc...,,-,Colisão lateral com outro veículo em mov...
Caldas da Rainha,05-12-2011 08:24,1,0,VAR-ATLAN,,-,Colisão traseira com outro veículo em m...
Figueiro dos Vinhos,08-05-2011 07:10,0,1,R MAJOR NEUTEL ...,,-,Despiste com dispositivo de retenção
Figueiro dos Vinhos,23-03-2011 13:50,1,0,TERRENO INTEGR...,,-,Despiste sem dispositivo de retenção
Leiria,15-04-2011 07:35,0,1,A1,,"123,134",Colisão traseira com outro veículo em m...
Leiria,18-08-2011 11:15,0,1,A1,,"129,155",Colisão traseira com outro veículo em m...
Leiria,22-05-2011 18:40,1,0,A1,,"131,820",Despiste com dispositivo de retenção
Leiria,20-10-2011 18:30,1,0,A1,,"138,089",Despiste simples
Leiria,09-10-2011 16:30,0,1,A17,,"8,230",Despiste simples
Leiria,04-09-2011 07:45,2,0,A17,,"16,900",Despiste com capotamento
Leiria,15-04-2011 10:00,1,0,A8,,"121,300",Despiste com colisão com veículo imobil. ...
Leiria,01-03-2011 11:15,0,1,EN1,,"124,300",Colisão lateral com outro veículo em mov...
Leiria,14-03-2011 11:35,0,1,EN1,,"128,300",Colisão lateral com outro veículo em mov...
Leiria,07-02-2011 08:50,1,0,EN1,,"132,200",Colisão frontal
Leiria,01-03-2011 00:15,0,1,EN1,,"132,200",Colisão traseira com outro veículo em m...
Leiria,04-02-2011 23:16,0,3,EN1,,"133,200",Colisão frontal
"",-,-,-,-,,-,-
Leiria,,26-01-2011 16:00,0,1,EN109,,"161,300",Colisão lateral com outro veículo em mov...
Leiria,,17-10-2011 14:00,0,1,EN109,,"161,320",Despiste simples
Leiria,,09-07-2011 07:30,1,0,EN109,,"162,323",Colisão lateral com outro veículo em mov...
Leiria,,31-08-2011 17:25,0,1,EN113,,"9,100",Colisão frontal
Leiria,,05-05-2011 11:10,0,1,EN113,,"15,900",Despiste simples
Leiria,,11-05-2011 19:00,0,1,EN113,,-,Atropelamento de peões
Leiria,,19-06-2011 05:15,0,1,EN350,,"8,500",Despiste com capotamento
Leiria,,07-11-2011 15:55,0,1,Estrada da Estação...,,-,Atropelamento de peões
Leiria,,08-10-2011 08:35,0,1,Estrada da Estação...,,-,Atropelamento de peões
Leiria,,18-03-2011 11:10,0,1,IC2,,"119,725",Colisão frontal
Leiria,,08-12-2011 10:52,1,0,IC2,,"131,460",Atropelamento de peões
Leiria,,09-03-2011 23:25,3,2,IC2,,"131,800",Colisão frontal
Leiria,,06-07-2011 09:10,0,1,IC2,,"135,800",Colisão lateral com outro veículo em mov...
Leiria,,22-12-2011 18:25,0,1,Largo 5 de Outubr...,,-,Atropelamento de peões
Leiria,,21-05-2011 18:20,1,0,R AGOSTINHO DO...,,-,Despiste simples
Leiria,,26-02-2011 08:30,0,1,R CASAL DA PEREI...,,-,Despiste simples
Leiria,,08-11-2011 16:15,0,1,R CENTRAL 666,,-,Colisão lateral com outro veículo em mov...
Leiria,,25-09-2011 07:05,0,1,R COLONIA AGRIC...,,-,Despiste com capotamento
Leiria,,08-08-2011 06:30,0,1,R DA COSTA 897,,-,Despiste com capotamento
Leiria,,14-04-2011 13:30,0,1,R DE LEIRIA,,-,Colisão lateral com outro veículo em mov...
Leiria,,14-05-2011 15:30,0,1,R DO ALCOVIM - L...,,-,Colisão frontal
Leiria,,13-09-2011 21:08,1,0,R DO CASTANHEIR...,,-,Despiste com capotamento
Leiria,,20-11-2011 04:45,0,3,R DO PINHAL 344,,-,Despiste simples
Leiria,,21-07-2011 20:25,1,0,R PRINCIPAL,,-,Despiste simples
Leiria,,10-01-2011 15:30,0,1,Rua Campos do Liz...,,-,Colisão traseira com outro veículo em m...
Leiria,,07-03-2011 19:10,0,1,Rua da Barosa No 4,,-,Atropelamento de peões
Leiria,,12-09-2011 19:00,1,0,Rua de Santo Antó...,,-,Despiste com colisão com veículo imobil. ...
Leiria,,29-10-2011 09:40,0,1,Rua dos Mártires F...,,-,Atropelamento de peões
Leiria,,14-07-2011 11:21,0,1,Travessa Vencesla...,,-,Atropelamento de peões
Marinha Grande,,24-07-2011 15:00,0,1,EN349,,"1,600",Colisão choque em cadeia
Marinha Grande,,22-08-2011 23:49,0,1,EST ATLANTICA,,-,Colisão traseira com outro veículo em m...
Marinha Grande,,06-03-2011 08:10,0,1,Estrada da Nazarè ...,,-,Despiste com colisão com veículo imobil. ...
Marinha Grande,,03-05-2011 14:35,0,1,ESTRADA DA SALG...,,-,Colisão frontal
Marinha Grande,,14-10-2011 15:50,1,0,Rua António Lopes ...,,-,Colisão com outras situações
Marinha Grande,,24-07-2011 18:10,0,1,Rua das Figueiras 24,,-,Colisão frontal
Marinha Grande,,03-08-2011 19:25,0,1,Rua de S. Medro d...,,-,Atropelamento de peões
Nazare,,30-01-2011 00:43,0,1,A8,,"108,150",Despiste com colisão com veículo imobil. ...
Obidos,,28-11-2011 17:15,0,1,A8,,"74,400",Despiste simples
Obidos,,19-09-2011 18:00,0,1,A8,,"76,262",Despiste com transposição do dispositivo...
Obidos,,13-05-2011 15:45,0,1,A8,,"76,500",Despiste com capotamento
Obidos,,13-01-2011 23:10,0,1,EN115,,"6,400",Despiste com transposição do dispositivo...
Pedrogao Grande,,14-06-2011 18:10,0,1,EN350,,"0,010",Colisão frontal
Peniche,,18-02-2011 18:58,0,2,Avenida Porto de P...,,-,Atropelamento de peões
Peniche,,19-02-2011 07:30,0,1,EM571,,"0,010",Despiste com capotamento
Peniche,,15-07-2011 07:00,0,1,EM578,,-,Despiste com transposição do dispositivo...
Peniche,,12-12-2011 07:10,1,0,EN247,,"3,400",Colisão traseira com outro veículo em m...
Peniche,,08-10-2011 19:50,1,0,IP6,,"0,200",Despiste com dispositivo de retenção
Peniche,,08-06-2011 18:50,0,1,R CASAL DO NINHO,,-,Colisão frontal
Peniche,,20-06-2011 13:05,0,1,Rua de São Marcos...,,-,Atropelamento de peões
Pombal,,08-05-2011 10:00,1,1,A1,,"143,800",Despiste com capotamento
Pombal,,11-11-2011 10:00,0,1,A1,,"154,400",Despiste com capotamento
Pombal,,16-10-2011 20:05,1,0,EM237,,-,Atropelamento de peões
Pombal,,09-03-2011 07:30,0,1,EM529,,"0,010",Despiste simples
Pombal,,16-01-2011 20:30,0,1,EM531,,-,Despiste simples
Pombal,,28-03-2011 16:25,1,0,EN1,,"139,800",Colisão lateral com outro veículo em mov...
Pombal,,21-04-2011 01:10,0,1,EN1,,"142,483",Colisão frontal
Pombal,,22-01-2011 14:00,1,0,EN1,,"143,900",Colisão traseira com outro veículo em m...
Pombal,,22-08-2011 18:30,3,1,EN1,,"146,275",Colisão frontal
Pombal,,05-05-2011 22:30,0,1,EN1,,"153,560",Despiste com colisão com veículo imobil. ...
Pombal,,16-01-2011 12:30,0,1,EN1,,"154,600",Colisão traseira com outro veículo em m...
Pombal,,17-04-2011 10:50,1,2,EN1,,"156,000",Colisão com veiculo ou obstáculo na faix...
Pombal,,21-10-2011 19:30,0,1,EN1,,"159,900",Colisão lateral com outro veículo em mov...
Pombal,,04-04-2011 08:10,0,1,EN1,,"159,922",Colisão frontal
Pombal,,10-01-2011 14:29,1,0,EN1,,"163,993",Colisão frontal
Pombal,,20-08-2011 01:00,0,1,EN109,,"140,400",Despiste simples
Pombal,,06-10-2011 07:50,0,1,EN109,,"143,300",Atropelamento de peões
"",,-,-,-,-,,-,-
Pombal,,31-08-2011 13:35,0,1,EN237,,"18,500",Colisão frontal,
Pombal,,10-04-2011 04:00,1,2,EN237,,"19,000",Despiste com colisão com veículo imobil. ...,
Pombal,,06-01-2011 19:45,1,0,EN342,,"7,900",Colisão frontal,
Pombal,,22-05-2011 00:05,0,1,Estrada Principal d...,,-,Despiste sem dispositivo de retenção,
Pombal,,28-02-2011 06:00,0,1,IC2,,"148,300",Atropelamento de peões,
Pombal,,14-10-2011 19:05,2,0,IC8,,"35,400",Colisão traseira com outro veículo em m...,
Pombal,,18-09-2011 22:12,1,0,IC8,,"40,500",Despiste simples,
Pombal,,04-02-2011 07:20,1,4,IC8,,"53,900",Colisão frontal,
Pombal,,06-07-2011 18:40,0,1,LG DO CASTELO,,-,Atropelamento de peões,
Pombal,,25-06-2011 18:55,0,1,R D INES CASTRO,,-,Despiste com colisão com veículo imobil. ...,
Pombal,,26-02-2011 11:00,1,0,R DA CAPELA,,-,Despiste com colisão com veículo imobil. ...,
Pombal,,12-07-2011 20:00,0,1,R DA FONTE - MAT...,,-,Despiste simples,
Pombal,,06-08-2011 18:45,1,0,R DE SANTIAGO - ...,,-,Despiste com colisão com veículo imobil. ...,
Pombal,,11-09-2011 21:16,0,1,R DO CAEIRO,,-,Despiste simples,
Pombal,,18-03-2011 14:20,0,2,R S BRAZ,,-,Despiste simples,
