Concelho,Datahora,M*,FG*,Via,km,Natureza
Figueira da Foz,2012:09:19 23:25:00,0,1,Rua Engenheiro Silva,,C  o  l i s  ã  ol a  t .  c /  o  u  t r ov e  í c. mov.
Figueira da Foz,2012:11:26 17:30:00,1,1,IC1,"123,500",Colisão frontal
Gois,2012:04:02 10:00:00,1,0,Outra Via,,Despiste c/ capotamento
Gois,2012:05:28 10:25:00,1,0,Encosta Da Seara,,Atropelamento de peões
Gois,2012:06:25 17:30:00,0,1,EM1365,,Colisão frontal
Gois,2012:08:26 05:45:00,1,0,EN2,"268,000",Despiste simples
Lousa,2012:01:21 16:35:00,1,0,R. Mov. Forças Armadas,,Desp. c/col. c/veíc. imobil./obst.
Lousa,2012:05:05 14:25:00,1,0,EM571,,Colisão tras. c/ outro veíc. mov.
Lousa,2012:05:12 09:15:00,0,1,Av. Do Brasil,,Atropelamento de peões
Lousa,2012:11:17 15:24:00,1,0,EN342,"60,800",Colisão frontal
Mira,2012:01:26 23:30:00,0,1,EN109,"81,000",Colisão lat. c/ outro veíc. mov.
Mira,2012:08:31 05:18:00,1,0,EN234,"4,150",Desp. c/col. c/veíc. imobil./obst.
Mira,2012:09:02 12:07:00,1,0,EN234,"1,450",Colisão lat. c/ outro veíc. mov.
Mir. do Corvo,2012:07:15 07:40:00,1,0,EM1204,,Despiste simples
Mir. do Corvo,2012:11:27 19:15:00,1,0,Rua do Engenho,,Despiste simples
Mont.-o-Velho,2012:01:01 09:50:00,0,1,EN335-1,"6,300",Colisão frontal
Mont.-o-Velho,2012:02:22 14:20:00,0,1,Lg. Dos Anjos,,Atropelamento de peões
Mont.-o-Velho,2012:04:16 07:53:00,0,1,R. Moínho Quebrado,,Colisão tras. c/ outro veíc. mov.
Mont.-o-Velho,2012:05:27 15:30:00,1,0,R. Da Alegria,,Colisão com outras situações
Mont.-o-Velho,2012:08:15 22:55:00,0,1,Rua do Barracão,,Despiste simples
Mont.-o-Velho,2012:10:12 21:30:00,0,1,EN111,"17,100",Despiste simples
Mont.-o-Velho,2012:10:27 22:50:00,0,2,R. Cruz de Sto António,,Colisão frontal
Mont.-o-Velho,2012:11:05 18:05:00,1,0,Estrada Municipal,,Colisão tras. c/ outro veíc. mov.
Mont.-o-Velho,2012:12:13 12:10:00,0,1,Estrada Municipal,,Colisão lat. c/ outro veíc. mov.
Oliv.do Hospital,2012:01:18 13:25:00,0,1,EM517,,Despiste simples
Oliv.do Hospital,2012:02:07 19:40:00,0,2,EN17,"77,350",Colisão lat. c/ outro veíc. mov.
Oliv.do Hospital,2012:06:09 18:00:00,0,1,Brro Vale Ferreiro,,Colisão lat. c/ outro veíc. mov.
Oliv.do Hospital,2012:06:17 07:50:00,0,1,Av. Principal,,Despiste simples
Oliv.do Hospital,2012:08:12 19:00:00,0,1,EM1312,,Colisão frontal
Oliv.do Hospital,2012:12:09 02:15:00,2,1,EN17,"79,800",Despiste c/ capotamento
Oliv.do Hospital,2012:12:26 14:50:00,0,2,Var,,Desp. c/ trans. disp. ret. lateral
Pamp.Da Serra,2012:02:20 21:00:00,0,1,EM1408,,Despiste simples
Proça-a-Nova,2012:11:12 18:45:00,0,1,EM1310,,Despiste simples
Penacova,2012:01:29 02:00:00,1,0,EM591,,Despiste simples
Penacova,2012:06:11 14:10:00,0,1,EM536,"3,530",Colisão frontal
Penacova,2012:08:27 18:00:00,0,1,IP3,"69,500",Desp. c/col. c/veíc. imobil./obst.
Penacova,2012:10:06 17:05:00,1,0,EM537,,Colisão lat. c/ outro veíc. mov.
Penacova,2012:11:30 15:25:00,0,1,IP3,"55,400",Despiste c/ capotamento
Penela,2012:02:01 06:35:00,0,1,EM559,,Colisão frontal
Soure,2012:02:05 02:40:00,1,2,IC2,"164,900",Despiste simples
Soure,2012:10:07 08:00:00,0,1,EN1,"165,900",Desp. c/col. c/veíc. imobil./obst.
Soure,2012:10:08 15:13:00,1,1,Outra Via,,Despiste c/ capotamento
Soure,2012:10:11 11:50:00,0,2,Estrada Municipal,,Despiste c/ capotamento
Soure,2012:10:31 18:30:00,0,1,IC2,"166,616",Colisão lat. c/ outro veíc. mov.
Tabua,2012:03:07 22:30:00,1,0,EM1304,"3,300",Despiste c/ capotamento
Tabua,2012:08:11 21:30:00,0,1,Rua Vale da Vaca,,Desp. c/ dispositivo de retenção
Tabua,2012:09:10 09:40:00,0,1,EN17,"69,000",Despiste simples
,,37,80,,,
Cantanhede,2012:01:05 19:45:00,0,1,R Chão Novo,
Cantanhede,2012:02:14 12:00:00,1,0,EN109,"97,200"
Cantanhede,2012:03:01 07:55:00,0,1,EM584-1,"1,800"
Cantanhede,2012:05:09 14:55:00,0,1,A1,"210,080"
Cantanhede,2012:07:28 22:25:00,1,2,EN234-1,"1,620"
Cantanhede,2012:08:18 08:00:00,0,1,Estrada Municipal,
Cantanhede,2012:12:16 07:40:00,0,1,A17,"76,300"
Coimbra,2012:02:10 22:00:00,0,1,R. Qta dos Malheiros,
Coimbra,2012:03:01 16:20:00,0,1,R. Principal,
Coimbra,2012:03:04 06:25:00,1,1,R. Comb. Gd .Guerra,
Coimbra,2012:03:23 19:40:00,1,0,EN111,"33,600"
Coimbra,2012:04:02 19:30:00,0,1,R. João M. P. Gonçalves,
Coimbra,2012:04:29 20:40:00,1,2,EN234-1,"13,600"
Coimbra,2012:05:05 08:35:00,0,1,IC2,
Coimbra,2012:05:13 20:30:00,0,1,EN17,"6,700"
Coimbra,2012:05:31 17:35:00,0,2,IC2,"181,400"
Coimbra,2012:06:07 08:25:00,1,0,A1,"198,759"
Coimbra,2012:07:23 21:45:00,0,1,IC2,"195,880"
Coimbra,2012:07:27 05:25:00,0,1,IC2,"195,870"
Coimbra,2012:08:24 10:45:00,0,1,Ava de Conimbriga,
Coimbra,2012:09:21 00:05:00,1,0,Estrada Beira,
Coimbra,2012:09:30 11:50:00,1,0,IC2,"183,000"
Coimbra,2012:11:01 08:00:00,0,1,IP3,"43,800"
Coimbra,2012:11:03 02:00:00,1,0,IC2,"182,900"
Coimbra,2012:11:18 00:50:00,0,1,R. Pedro R. dos Santos,
Coimbra,2012:12:02 05:20:00,2,0,Av. Cónego Urb. Duarte,
Coimbra,2012:12:02 07:20:00,0,1,IC2,"181,050"
Coimbra,2012:12:24 06:10:00,0,2,EN111-1,
Coimbra,2012:12:31 23:45:00,0,2,IC2,"197,870"
Cond.-a-Nova,2012:01:14 18:40:00,0,1,CASAL DA CRUZ,
Cond.-a-Nova,2012:02:24 05:15:00,0,1,EN1,"171,900"
Cond.-a-Nova,2012:05:09 19:30:00,1,0,EN1-7,"6,000"
Cond.-a-Nova,2012:07:08 19:40:00,0,1,EN347,"33,800"
Cond.-a-Nova,2012:07:12 01:10:00,0,1,A1,"175,380"
Cond.-a-Nova,2012:07:16 20:35:00,0,1,IC3,"2,900"
Cond.-a-Nova,2012:11:23 13:45:00,1,0,R. Tiago Bento Vieira,
Figueira da Foz,2012:01:06 10:15:00,0,1,R. N. Sra De Seiça,
Figueira da Foz,2012:01:06 17:50:00,0,1,R. São Tomé,
Figueira da Foz,2012:01:10 14:10:00,1,0,"R. 1o MAIO, Casal Areia",
Figueira da Foz,2012:01:21 19:40:00,0,1,R. Sta Bárbara,
Figueira da Foz,2012:02:02 11:45:00,0,1,IC1,"135,400"
Figueira da Foz,2012:02:06 04:20:00,1,0,IC1,"135,400"
Figueira da Foz,2012:02:21 07:40:00,0,1,IC1,"135,400"
Figueira da Foz,2012:03:15 20:45:00,0,1,R. Joaquim G. Carvalho,
Figueira da Foz,2012:04:05 23:35:00,0,1,Av. 12 de Julho,
Figueira da Foz,2012:04:15 15:45:00,1,1,R. Zé Índio,
Figueira da Foz,2012:06:03 12:30:00,0,1,Av. 25 de Abril,
Figueira da Foz,2012:07:13 21:28:00,0,1,ACC-A14,
Figueira da Foz,2012:08:06 19:30:00,0,1,Rua Direita,
Figueira da Foz,2012:08:19 02:15:00,1,0,IC1,"115,000"
Figueira da Foz,2012:09:18 17:10:00,0,1,Rua Acácias,
