Concelho,Datahora,M,FG,Via,Km,Natureza
Abrantes,24-03-2013 13:15,0,1,A23,"37,980",Despiste com capotamento
Abrantes,10-01-2013 11:20,0,1,A23,"42,800",Despiste com capotamento
Abrantes,24-11-2013 03:35,0,1,Av. D. João I 0,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Abrantes,31-01-2013 13:30,0,1,"Avenida Doutor Francisco SáCarneiro 0",-,"Despiste com colisão com veículoimobil. ou obstáculo"
Abrantes,04-01-2013 12:00,1,0,Beco do Cortiço,-,Atropelamento de peões
Abrantes,27-09-2013 10:22,0,2,Calçada São José 410,-,Colisão frontal
Abrantes,25-02-2013 09:45,0,1,EM576,-,Colisão frontal
Abrantes,24-07-2013 21:15,0,1,EN118,"126,470",Atropelamento de peões
Abrantes,06-08-2013 02:00,0,1,EN118,"136,600",Despiste simples
Abrantes,28-04-2013 23:20,0,1,EN118,"146,700",Despiste simples
Abrantes,27-09-2013 11:50,0,1,EN2,"409,500",Colisão frontal
Abrantes,27-10-2013 18:10,0,1,EN358,"53,000","Colisão lateral com outro veículoem movimento"
Abrantes,17-06-2013 16:45,0,1,Estrada Cabrito,-,Despiste com capotamento
Abrantes,25-08-2013 20:25,0,1,Rua da Ceramica,-,"Colisão lateral com outro veículoem movimento"
Alcanena,20-07-2013 12:45,0,1,A1,"92,000","Colisão lateral com outro veículoem movimento"
Alcanena,27-07-2013 13:55,0,1,A1,"100,600","Despiste com transposição dodispositivo de retenção lateral"
Alcanena,26-01-2013 09:00,0,1,Ava José António Carvalho,-,Atropelamento de peões
Alcanena,12-06-2013 09:30,0,1,Estrada do Alviela,-,Atropelamento de peões
Almeirim,24-11-2013 15:25,0,1,-,-,Despiste simples
Almeirim,03-12-2013 13:40,1,0,-,-,Despiste com capotamento
Almeirim,14-09-2013 20:40,1,0,EN114,"85,025","Colisão lateral com outro veículoem movimento"
Almeirim,25-10-2013 01:00,1,3,EN114,"90,800",Despiste com capotamento
Almeirim,22-12-2013 00:01,0,1,Rua 13 de Maio,-,Despiste simples
