Concelho,Datahora,M*,FG*,,Via,km,Natureza
Leiria,2011:12:08 10:52:00,1,0,IC2,,"131,460",Atropelamento de peões
Leiria,2011:12:22 18:25:00,0,1,Lg 5 Outubro 1910,,,At r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Marinha Grande,2011:03:06 08:10:00,0,1,Est Nazaré,,,Despiste c/col. c/veíc. imobil./obst.
Marinha Grande,2011:05:03 14:35:00,0,1,Est Salgueira,,,Colisão frontal
Marinha Grande,2011:07:24 15:00:00,0,1,EN349,,"1,600",Colisão choque em cadeia
Marinha Grande,2011:07:24 18:10:00,0,1,R Figueiras,,,Colisão frontal
Marinha Grande,2011:08:03 19:25:00,0,1,R S Medro Moel,,,Atropelamento de peões
Marinha Grande,2011:08:22 23:49:00,0,1,Est Atlântica,,,Colisão tras. c/ outro veíc. mov.
Marinha Grande,2011:10:14 15:50:00,1,0,R António Lopes Almeida,,,C  o  l i s  ã  oc o  mo  u  t r  a  s  s  i t u  a  ç  õ  e  s
Nazaré,2011:01:30 00:43:00,0,1,A8,,"108,150",Despiste c/col. c/veíc. imobil./obst.
"Óbidos",2011:01:13 23:10:00,0,1,EN115,,"6,400",Despiste c/trans. disp.ret. lateral
"Óbidos",2011:05:13 15:45:00,0,1,A8,,"76,500",Despiste c/capotamento
"Óbidos",2011:09:19 18:00:00,0,1,A8,,"76,262",Despiste c/trans. disp.ret. lateral
"Óbidos",2011:11:28 17:15:00,0,1,A8,,"74,400",Despiste simples
Ped. Grande,2011:06:14 18:10:00,0,1,EN350,,"0,010",Colisão frontal
Peniche,2011:02:18 18:58:00,0,2,Av Porto Pesca,,,At r o  p  e  l a  me  n  t od  ep  e  õ  e  s
Peniche,2011:02:19 07:30:00,0,1,EM571,,"0,010",Despiste c/capotamento
Peniche,2011:06:08 18:50:00,0,1,R Casal Ninho,,,Colisão frontal
Peniche,2011:06:20 13:05:00,0,1,R São Marcos,,,Atropelamento de peões
Peniche,2011:07:15 07:00:00,0,1,EM578,,,Despiste c/trans. disp.ret. lateral
Peniche,2011:10:08 19:50:00,1,0,IP6,,"0,200",Despiste c/ dispositivo de retenção
Peniche,2011:12:12 07:10:00,1,0,EN247,,"3,400",Colisão tras. c/ outro veíc. mov.
Pombal,2011:01:06 19:45:00,1,0,EN342,,"7,900",Colisão frontal
Pombal,2011:01:10 14:29:00,1,0,EN1,,"163,993",Colisão frontal
Pombal,2011:01:16 12:30:00,0,1,EN1,,"154,600",Colisão tras. c/ outro veíc. mov.
Pombal,2011:01:16 20:30:00,0,1,EM531,,,Despiste simples
Pombal,2011:01:22 14:00:00,1,0,EN1,,"143,900",Colisão tras. c/ outro veíc. mov.
Pombal,2011:02:01 18:35:00,1,0,R Manuel Mota,,,Colisão lat. c/ outro veíc. mov.
Pombal,2011:02:04 07:20:00,1,4,IC8,,"53,900",Colisão frontal
Pombal,2011:02:26 11:00:00,1,0,R Capela,,,Despiste c/col. c/veíc. imobil./obst.
Pombal,2011:02:28 06:00:00,0,1,IC2,,"148,300",Atropelamento de peões
Pombal,2011:03:09 07:30:00,0,1,EM529,,"0,010",Despiste simples
Pombal,2011:03:18 14:20:00,1,1,R S Braz,,,Despiste simples
Pombal,2011:03:28 16:25:00,1,0,EN1,,"139,800",Colisão lat. c/ outro veíc. mov.
Pombal,2011:04:04 08:10:00,0,1,EN1,,"159,922",Colisão frontal
Pombal,2011:04:10 04:00:00,2,1,EN237,,"19,000",Despiste c/col. c/veíc. imobil./obst.
Pombal,2011:04:17 10:50:00,1,2,EN1,,"156,000",Colisão c/veic./obstáculo f.rodagem
Pombal,2011:04:21 01:10:00,0,1,EN1,,"142,483",Colisão frontal
Pombal,2011:05:05 22:30:00,0,1,EN1,,"153,560",Despiste c/col. c/veíc. imobil./obst.
Pombal,2011:05:08 10:00:00,2,0,A1,,"143,800",Despiste c/capotamento
Pombal,2011:05:22 00:05:00,0,1,Est Principal Arnal,,,Despiste s/dispositivo de retenção
Pombal,2011:06:25 18:55:00,0,1,R D Inês Castro,,,Despiste c/col. c/veíc. imobil./obst.
Pombal,2011:07:06 18:40:00,0,1,Lg Castelo,,,Atropelamento de peões
Pombal,2011:07:12 20:00:00,1,0,R Fonte,,,Despiste simples
Pombal,2011:07:17 21:00:00,1,0,R Principal,,,Despiste c/capotamento
Pombal,2011:08:06 18:45:00,1,0,R Santiago,,,Despiste c/col. c/veíc. imobil./obst.
Pombal,2011:08:20 01:00:00,0,1,EN109,,"140,400",Despiste simples
Pombal,2011:08:22 18:30:00,4,0,EN1,,"146,275",Colisão frontal
Pombal,2011:08:31 13:35:00,0,1,EN237,,"18,500",Colisão frontal
Pombal,2011:09:11 21:16:00,0,1,R Caeiro,,,Despiste simples
Pombal,2011:09:18 22:12:00,1,0,IC8,,"40,500",Despiste simples
Pombal,2011:10:06 07:50:00,0,1,EN109,,"143,300",Atropelamento de peões
Pombal,2011:10:14 19:05:00,2,0,IC8,,"35,400",Colisão tras. c/ outro veíc. mov.
Pombal,2011:10:16 20:05:00,1,0,EM237,,,Atropelamento de peões
Pombal,2011:10:21 19:30:00,0,1,EN1,,"159,900",Colisão lat. c/ outro veíc. mov.
Pombal,2011:11:11 10:00:00,0,1,A1,,"154,400",Despiste c/capotamento
Porto de Mós,2011:02:07 14:30:00,0,1,EN243,,"1,420",Colisão com outras situações
Porto de Mós,2011:05:15 20:20:00,0,1,R Almoinhas,,,Colisão lat. c/ outro veíc. mov.
Porto de Mós,2011:06:27 13:40:00,1,0,EN1,,"107,200",Colisão lat. c/ outro veíc. mov.
Porto de Mós,2011:07:15 19:55:00,0,1,EN243,,"15,280",Colisão frontal
Porto de Mós,2011:07:24 16:23:00,0,1,R Pereira,,,Despiste c/col. c/veíc. imobil./obst.
Porto de Mós,2011:09:01 17:20:00,0,1,EM591,,,Despiste c/col. c/veíc. imobil./obst.
Porto de Mós,2011:09:21 15:00:00,0,1,EN1,,"105,181",Atropelamento de peões
Porto de Mós,2011:10:06 16:15:00,0,1,EN8,,"125,500",Despiste simples
Porto de Mós,2011:10:07 21:50:00,1,0,EN1,,"103,126",Atropelamento de peões
Porto de Mós,2011:11:11 16:52:00,1,0,EM506-1,,,Atropelamento de peões
Porto de Mós,2011:11:17 07:50:00,0,1,EN242-4,,"16,350",Colisão lat. c/ outro veíc. mov.
"",,72,121,,,,
Alcobaça,2011:01:06 23:45:00,1,0,A8,,"103,400",Despiste c/capotamento
Alcobaça,2011:01:31 10:12:00,0,1,R Luís Camões,,,Atropelamento de peões
Alcobaça,2011:02:06 11:30:00,1,0,EN242,,"43,500",Despiste simples
Alcobaça,2011:02:06 16:30:00,0,1,EN1,,"87,900",Colisão frontal
Alcobaça,2011:02:23 08:42:00,1,0,IC2,,"85,800",Atropelamento de peões
Alcobaça,2011:04:05 13:05:00,0,1,Av Gen Humberto Delgado,,,Colisão lat. c/ outro veíc. mov.
Alcobaça,2011:05:10 10:20:00,0,1,R Principal - Casais Sta Teresa,,,Despiste simples
Alcobaça,2011:05:11 07:42:00,0,1,IC2,,"94,000",Colisão choque em cadeia
Alcobaça,2011:06:04 03:40:00,0,4,EN242,,"20,100",Despiste c/capotamento
Alcobaça,2011:06:09 18:12:00,1,0,EN1,,"95,000",Colisão lat. c/ outro veíc. mov.
Alcobaça,2011:06:11 18:40:00,1,1,EN1,,"98,900",Colisão frontal
Alcobaça,2011:07:01 08:00:00,0,2,R 1o Julho,,,Colisão frontal
Alcobaça,2011:07:12 04:30:00,0,1,Av Rainha Sta Isabel,,,Despiste simples
Alcobaça,2011:07:22 20:38:00,1,0,R Principal,,,Atropelamento de peões
Alcobaça,2011:08:06 12:25:00,1,0,R Rei Memória,,,Colisão lat. c/ outro veíc. mov.
Alcobaça,2011:08:25 14:00:00,1,0,EM551,,,Colisão c/veic./obst. f.rodagem
Alcobaça,2011:10:04 18:00:00,0,1,R Maria Oliveira,,,Atropelamento de peões
Alcobaça,2011:10:10 10:55:00,0,1,R Afonso Lopes Vieira,,,Atropelamento de peões
Alcobaça,2011:12:04 18:30:00,1,0,Est Azambujeira,,,Atropelamento de peões
Alcobaça,2011:12:20 13:00:00,0,1,IC2,,"95,550",Colisão lat. c/ outro veíc. mov.
Alvaiázere,2011:04:02 03:50:00,1,0,EN110,,"55,450",Despiste simples
Alvaiázere,2011:07:20 18:30:00,0,2,EN110,,"73,600",Colisão lat. c/ outro veíc. mov.
Alvaiázere,2011:11:14 09:20:00,1,0,R José Ribeiro Carvalho,,,Atropelamento de peões
Ansião,2011:01:24 14:50:00,1,0,EM348,,"0,010",Despiste c/col. c/veíc. imobil./obst.
Ansião,2011:03:23 16:35:00,0,1,EM1075,,"0,010",Colisão lat. c/ outro veíc. mov.
Ansião,2011:04:02 08:20:00,1,0,IC8,,"59,000",Atropelamento de peões
Ansião,2011:10:01 18:45:00,0,1,IC8,,"65,900",Colisão lat. c/ outro veíc. mov.
Ansião,2011:10:16 15:30:00,0,1,EM237,,"38,300",Colisão frontal
Batalha,2011:01:15 16:50:00,3,0,Est Cemitério,,,Colisão frontal
Batalha,2011:02:15 10:30:00,0,1,R Leiria,,,Colisão lat. c/ outro veíc. mov.
Batalha,2011:08:27 00:30:00,0,1,Est Principal - Qta Sobrado,,,Colisão lat. c/ outro veíc. mov.
Batalha,2011:09:05 23:00:00,0,1,Est S Sebastião Freixo,,,Colisão frontal
Batalha,2011:10:30 23:21:00,1,0,EN1,,"113,300",Atropelamento de peões
Batalha,2011:11:22 01:45:00,1,0,Estrada Municipal,,,Colisão frontal
Batalha,2011:12:17 13:20:00,0,1,EN356,,"24,650",Colisão lat. c/ outro veíc. mov.
Bombarral,2011:05:14 22:20:00,0,2,EN8,,"73,800",Colisão frontal
Bombarral,2011:05:29 18:00:00,1,0,Caminho vicinal - Vale Vinhas,,,Despiste c/capotamento
Bombarral,2011:07:31 18:53:00,0,1,A8,,"66,000",Colisão tras. c/ outro veíc. mov.
Bombarral,2011:12:27 17:00:00,0,2,R Picoto,,,Despiste c/capotamento
Cald. Rainha,2011:01:01 02:15:00,1,0,EN360,,"18,800",Despiste simples
Cald. Rainha,2011:03:04 14:20:00,0,1,R General Amílcar Mota,,,Colisão lat. c/ outro veíc. mov.
Cald. Rainha,2011:04:02 18:40:00,0,1,Est Fontainha,,,Despiste simples
Cald. Rainha,2011:04:05 22:45:00,0,1,EN8,,"93,100",Colisão frontal
Cald. Rainha,2011:05:05 08:30:00,1,0,Estrada Municipal,,"0,010",Despiste c/capotamento
Cald. Rainha,2011:11:18 12:50:00,0,1,R S Gregório,,,Colisão lat. c/ outro veíc. mov.
Cald. Rainha,2011:12:05 08:24:00,1,0,VAR-ATLAN,,,Colisão tras. c/ outro veíc. mov.
Cald. Rainha,2011:12:10 17:00:00,0,1,R Outeiro,,,Despiste c/col. c/veíc. imobil./obst.
Fig. Vinhos,2011:03:23 13:50:00,1,0,Terreno área industrial,,,Despiste s/dispositivo de retenção
Fig. Vinhos,2011:05:08 07:10:00,0,1,R Major Neutel Abreu,,,Despiste c/ dispositivo de retenção
Leiria,2011:01:10 15:30:00,0,1,R Campos do Liz,,,C  o  l i s  ã  ot r a  s  .c /o  u  t r  ov eíc. mov.
Leiria,2011:01:26 16:00:00,0,1,EN109,,"161,300",Colisão lat. c/ outro veíc. mov.
Leiria,2011:02:04 23:16:00,1,2,EN1,,"133,200",Colisão frontal
Leiria,2011:02:07 08:50:00,1,0,EN1,,"132,200",Colisão frontal
Leiria,2011:02:26 08:30:00,0,1,R Casal Pereira,,,Despiste simples
Leiria,2011:03:01 00:15:00,0,1,R Campos do Liz,,,C  o  l i s  ã  ot r a  s  .  c /  o  u  t r  ov eíc. mov.
