Concelho,Datahora,M,FG,Via,Km,Natureza
Armamar,22-06-2012 19:10,2,0,-,-,Despiste sem dispositivo de retenção
Armamar,10-09-2012 16:00,1,0,EN222,"140,700",Despiste simples
Castro Daire,19-09-2012 20:10,0,1,-,-,Colisão com veiculo ou obstáculo na faixa...
Castro Daire,09-07-2012 10:20,1,0,EM1212,-,Colisão frontal
Castro Daire,26-10-2012 14:20,1,0,EN2,"124,270",Despiste com capotamento
Castro Daire,30-09-2012 14:15,0,1,Largo das Moitas 1,-,Despiste simples
Castro Daire,08-08-2012 01:47,0,1,Rua do Barreiro 1,-,Despiste simples
Castro Daire,28-12-2012 11:07,1,0,Rua do Barreiro 28,-,Despiste simples
Cinfaes,31-03-2012 00:10,0,1,EM1016,-,Colisão frontal
Cinfaes,11-01-2012 12:25,0,1,EM1030,-,Despiste com capotamento
Cinfaes,20-04-2012 10:40,1,0,R DR CARLOS NOR...,-,Despiste simples
Cinfaes,05-10-2012 19:00,0,1,Rua do Loureiro,-,Despiste com capotamento
Lamego,19-02-2012 17:20,0,3,A24,"93,900",Despiste simples
Lamego,18-10-2012 07:40,0,1,Ava Regimento de I...,-,Atropelamento de peões
Lamego,07-01-2012 14:30,0,1,EN2,-,Despiste com colisão com veículo imobil. ...
Lamego,24-06-2012 10:20,0,1,EN2,-,Despiste com colisão com veículo imobil. ...
Lamego,07-11-2012 17:35,0,1,Rua das Amoreiras ...,-,Atropelamento de peões
Mangualde,17-02-2012 00:05,1,1,EM595,-,Despiste simples
Mangualde,25-10-2012 20:49,0,1,EN16,"121,900",Despiste com capotamento
Mangualde,10-03-2012 13:40,0,1,R DA RIGUEIRA,-,Despiste com capotamento
Mangualde,09-06-2012 14:00,0,1,R DR CRUZ,-,Despiste simples
Mangualde,07-09-2012 14:10,1,0,Rua do Cemitério,-,Colisão frontal
Moimenta da Beira,06-11-2012 08:00,0,1,EM313,-,Colisão lateral com outro veículo em movi...
Moimenta da Beira,17-08-2012 19:30,0,1,EM323,"63,580",Colisão lateral com outro veículo em movi...
Moimenta da Beira,22-09-2012 18:00,1,0,EM529,-,Atropelamento de peões
Moimenta da Beira,04-02-2012 17:55,0,1,EN226,"35,500",Colisão lateral com outro veículo em movi...
Moimenta da Beira,19-12-2012 20:30,1,0,EN323,"64,500",Colisão frontal
Moimenta da Beira,09-06-2012 13:00,0,1,PARQUE CAFE SAN...,-,Despiste com colisão com veículo imobil. ...
Mortagua,25-07-2012 07:45,1,0,Ava dos Bomberios...,-,Atropelamento de peões
Mortagua,10-08-2012 18:15,0,1,EN228,"78,900",Despiste com capotamento
Mortagua,04-02-2012 12:24,1,0,EN334-1,"12,300",Colisão com veiculo ou obstáculo na faixa...
Mortagua,30-08-2012 17:50,1,2,IP3,"72,550",Colisão frontal
Mortagua,05-10-2012 20:00,1,0,Rua das Labariças,-,Despiste simples
Nelas,29-06-2012 18:05,0,1,EN231,"11,900",Colisão frontal
Nelas,25-07-2012 12:00,0,1,EN231,"15,315",Colisão traseira com outro veículo em mo...
Nelas,25-05-2012 18:30,0,1,EN234,"88,850",Colisão lateral com outro veículo em movi...
Nelas,09-04-2012 15:58,0,1,R DO EMIGRANTE,-,Despiste simples
Oliveira de Frades,15-04-2012 09:37,1,0,EN16,"45,840",Despiste com capotamento
Penalva do Castelo,28-11-2012 15:30,1,0,Rua Santo Amaro,-,Despiste simples
Resende,21-08-2012 14:35,0,1,EM1051,-,Despiste com capotamento
Santa Comba Dao,06-02-2012 06:40,0,3,AV DR ANTONIO O...,-,Colisão frontal
Santa Comba Dao,06-10-2012 19:40,0,1,Ava da Várzea,-,Despiste simples
Santa Comba Dao,18-09-2012 19:30,0,1,EN2,"208,200",Despiste com dispositivo de retenção
Santa Comba Dao,11-08-2012 23:00,1,0,EN2,"208,300",Colisão traseira com outro veículo em mo...
Santa Comba Dao,07-03-2012 09:15,0,3,EN2,"217,550",Colisão lateral com outro veículo em movi...
Santa Comba Dao,08-01-2012 17:00,0,1,EST PRINCIPAL SA...,-,Despiste simples
Santa Comba Dao,10-04-2012 09:30,3,1,IP3,"75,900",Colisão frontal
Santa Comba Dao,16-01-2012 09:15,0,1,IP3,"83,400",Colisão traseira com outro veículo em mo...
Sao Joao da Pesqueira,17-06-2012 18:30,0,1,EM504,-,Despiste sem dispositivo de retenção
Sao Joao da Pesqueira,16-07-2012 12:00,0,1,EN229,"0,356",Atropelamento de peões
Sao Joao da Pesqueira,17-04-2012 16:55,0,1,QUINTA DE VARGE...,-,Colisão lateral com outro veículo em movi...
Sao Pedro do Sul,29-01-2012 12:45,0,1,EN333-3,"13,780",Colisão frontal
Sao Pedro do Sul,16-10-2012 15:00,1,0,Rua da Liberdade,-,Despiste simples
Satao,22-11-2012 20:00,0,1,Rua da Ribeira 529,-,Atropelamento de peões
Sernancelhe,14-11-2012 17:40,1,1,EM581,-,Atropelamento de peões
Tabuaco,25-04-2012 11:00,0,1,CAMINHO AGRICO...,-,Despiste com capotamento
Tarouca,27-12-2012 21:25,0,1,-,-,Despiste simples
Tarouca,23-04-2012 20:15,0,1,EN226,"22,800",Colisão frontal
Tarouca,21-08-2012 08:50,0,1,Rua São Martinho,-,Atropelamento de peões
Tondela,24-06-2012 18:15,0,2,ANTONIO ALVES D...,-,Despiste com colisão com veículo imobil. ...
