Concelho,Datahora,M,FG,Via,Km,Natureza
Arganil,10-10-2017 12:10,0,1,-,"1,000",Despiste com capotamento
Arganil,21-06-2017 17:20,0,1,-,-,Colisão frontal
Arganil,09-10-2017 14:53,0,2,-,-,Despiste com capotamento
Arganil,12-10-2017 17:50,0,1,Avenida Oliveira de Matos,-,"Colisão com veiculo ou obstáculona faixa de rodagem"
Arganil,27-01-2017 19:13,0,1,EN17,"44,190","Colisão lateral com outro veículoem movimento"
Arganil,11-02-2017 04:08,0,1,EN342-4,"1,000",Despiste simples
Arganil,07-08-2017 21:00,0,1,EN342-4,"2,000",Despiste com capotamento
Arganil,27-04-2017 17:05,1,0,EN344,"9,900",Colisão frontal
Arganil,05-01-2017 16:00,0,1,Rua vale monteiro,-,Despiste com capotamento
Cantanhede,07-01-2017 19:15,0,1,-,-,Despiste simples
Cantanhede,03-04-2017 12:00,1,0,-,-,"Colisão traseira com outroveículo em movimento"
Cantanhede,22-08-2017 21:26,1,0,-,-,Despiste simples
Cantanhede,09-05-2017 14:40,0,1,A1,"205,520","Colisão traseira com outroveículo em movimento"
Cantanhede,04-07-2017 06:10,0,1,A14,"33,800","Despiste com transposição dodispositivo de retenção lateral"
Cantanhede,12-08-2017 17:30,0,1,EN111,"31,630","Colisão traseira com outroveículo em movimento"
Cantanhede,16-02-2017 08:55,0,1,Rua de São sebastião,-,"Colisão traseira com outroveículo em movimento"
Cantanhede,23-08-2017 18:30,1,0,Rua Principal,-,"Colisão traseira com outroveículo em movimento"
Cantanhede,02-04-2017 18:00,0,1,Rua Vale Formoso,-,Despiste simples
Coimbra,09-10-2017 11:10,0,1,-,-,Despiste simples
Coimbra,25-10-2017 09:15,0,1,-,-,Atropelamento de peões
Coimbra,27-05-2017 11:10,1,0,A1,"186,621",Despiste com capotamento
Coimbra,10-10-2017 18:31,0,1,A1,"195,956",Despiste com capotamento
Coimbra,15-09-2017 16:10,0,1,Avenida Fernão Magalhães 600,-,Colisão com outras situações
Coimbra,19-08-2017 01:30,0,1,EN111,"35,700",Despiste simples
Coimbra,26-01-2017 18:00,0,1,EN111-1,-,"Colisão lateral com outro veículoem movimento"
Coimbra,24-12-2017 05:15,0,1,Estrada  Vale de Rosas,-,Despiste simples
Coimbra,09-12-2017 21:26,1,0,"Estrada da Margem Esquerda doMondego 0",-,Despiste com capotamento
Coimbra,04-09-2017 18:40,0,1,"Estrada de Eiras do Monte de SãoMiguel 4",-,"Despiste com colisão com veículoimobil. ou obstáculo"
Coimbra,31-10-2017 19:40,1,0,IC2,"177,261",Atropelamento de peões
Coimbra,08-12-2017 17:31,0,1,IC2,"179,765",Atropelamento de peões
Coimbra,29-12-2017 19:40,1,0,IC2,"182,950",Atropelamento de peões
Coimbra,25-10-2017 20:45,1,0,IC2,"196,420",Atropelamento de peões
Coimbra,14-10-2017 03:30,0,1,Ladeira da Paula - Antanhol,-,Despiste simples
Coimbra,15-08-2017 10:51,1,0,Rua 15 de Agosto,-,Despiste com capotamento
Coimbra,10-10-2017 10:30,0,1,Rua Bairro de S.Miguel 3,-,"Colisão lateral com outro veículoem movimento"
Coimbra,22-02-2017 17:05,0,1,Rua do Brasil 295,-,"Colisão lateral com outro veículoem movimento"
Coimbra,08-04-2017 21:00,0,3,"Rua Ponte Pedrinha - Ribeiro deVilela",-,Despiste simples
Condeixa-a-Nova,26-12-2017 18:40,0,1,A1,"177,450",Despiste com capotamento
Condeixa-a-Nova,13-01-2017 16:20,0,1,EN342,"43,300",Colisão frontal
Condeixa-a-Nova,07-03-2017 09:30,0,1,IC2,"175,452",Despiste simples
Condeixa-a-Nova,03-11-2017 09:00,0,1,IC3,"4,150",Colisão frontal
Condeixa-a-Nova,12-11-2017 16:47,1,0,Rua Principal,-,Atropelamento de peões
Figueira da Foz,06-01-2017 11:30,0,1,-,-,Colisão frontal
Figueira da Foz,14-07-2017 11:20,0,1,Avenida do Brasil 0,-,Atropelamento de peões
Figueira da Foz,05-03-2017 19:15,0,1,EN109,"102,500",Atropelamento de peões
Figueira da Foz,27-11-2017 12:30,0,1,EN109,"103,000",Colisão frontal
Figueira da Foz,21-12-2017 18:15,1,0,EN109,"110,300",Atropelamento de peões
Figueira da Foz,23-09-2017 18:39,0,1,EN109,"111,000",Colisão frontal
Figueira da Foz,24-03-2017 19:30,0,5,EN109,"111,500",Colisão frontal
Figueira da Foz,10-03-2017 17:45,0,1,Estrada da Boavista,-,Despiste simples
Figueira da Foz,29-01-2017 01:30,1,0,Estrada da Serra 0,-,Despiste com capotamento
Figueira da Foz,01-04-2017 20:20,0,1,Estrada dos Armazéns de Lavos,-,Despiste simples
Figueira da Foz,03-11-2017 00:10,0,1,IC1,"129,500","Colisão lateral com outro veículoem movimento"
Figueira da Foz,23-09-2017 23:10,1,0,IC1,"131,750",Atropelamento com fuga
Figueira da Foz,30-01-2017 11:10,0,1,IC1,"134,700",Despiste simples
Figueira da Foz,04-08-2017 21:20,0,1,IC1,"135,500","Colisão lateral com outro veículoem movimento"
Figueira da Foz,21-05-2017 17:25,0,1,Rua 1o Maio,-,Despiste simples
Figueira da Foz,08-08-2017 19:40,0,1,Rua Alexandre Herculano 24,-,Atropelamento de peões
