Concelho,Datahora,M,FG,Via,Km,Natureza
Viseu,06-08-2017 17:30,0,1,Avenida Aquilino Ribeiro 101,-,Colisão frontal
Viseu,03-05-2017 08:55,0,1,Avenida Bélgica 0,-,Atropelamento de peões
Viseu,06-03-2017 11:05,0,1,Avenida Cidade de São Filipe 0,-,"Colisão traseira com outroveículo em movimento"
Viseu,21-08-2017 00:30,0,1,"Avenida Engenheiro Nobre daCosta 0",-,Atropelamento de peões
Viseu,11-10-2017 15:30,0,1,Avenida Manuel Abreu Lameira 0,-,"Colisão traseira com outroveículo em movimento"
Viseu,17-04-2017 19:46,1,0,"Avenida Professor ReinaldoCardoso 0",-,Colisão com outras situações
Viseu,27-03-2017 21:15,0,1,Avenida São Josemaria Escrivá 0,-,Atropelamento de peões
Viseu,07-09-2017 16:10,0,1,Bairro Social Paradinha 0,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Viseu,31-07-2017 13:10,0,1,Circular Norte - Continente 0,-,Colisão com outras situações
Viseu,26-03-2017 17:15,1,0,EM593,-,"Despiste sem dispositivo deretenção"
Viseu,06-02-2017 20:15,0,1,EN16,"90,000",Atropelamento de peões
Viseu,22-07-2017 02:30,0,1,EN16,"101,000",Despiste simples
Viseu,27-11-2017 12:30,1,0,EN16,-,Atropelamento de peões
Viseu,09-08-2017 17:10,0,1,EN2,"181,250","Colisão traseira com outroveículo em movimento"
Viseu,10-05-2017 07:50,0,1,EN229,"66,550",Colisão frontal
Viseu,11-07-2017 15:40,0,1,EN337-1,-,"Despiste sem dispositivo deretenção"
Viseu,14-04-2017 15:50,0,1,"Rotunda Combatentes doUltramar 0",-,"Colisão lateral com outro veículoem movimento"
Viseu,13-07-2017 10:15,0,1,"Rotunda Pontão do Raposo(Rotunda da Esculca) 0",-,"Colisão lateral com outro veículoem movimento"
Viseu,24-12-2017 03:59,0,1,Rua Cónego Barreiros 0,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Viseu,25-06-2017 17:30,0,1,Rua da Igreja,-,Despiste simples
Viseu,16-09-2017 16:30,0,1,Rua Doutor Álvaro Monteiro 0,-,Atropelamento de peões
Viseu,14-06-2017 08:20,0,1,Rua Doutor Leal Loureiro 0,-,Atropelamento de peões
Viseu,24-08-2017 06:25,0,1,"Rua Engenheiro Beirão do Carmo0",-,Despiste simples
Viseu,26-12-2017 17:30,0,1,Rua Mendonça 0,-,Atropelamento de peões
Viseu,14-01-2017 14:45,0,1,Rua Principal,-,Despiste simples
Viseu,12-07-2017 14:04,0,1,rua principal,-,Despiste simples
Vouzela,15-10-2017 20:30,0,2,A25,"53,700",Colisão frontal
Vouzela,04-09-2017 16:30,0,1,IP5,"67,800",Despiste simples
