Concelho,Datahora,M,FG,Via,Km,Natureza
Aljustrel,09-05-2015 09:15,1,0,A2,"160,900",Despiste com capotamento
Aljustrel,04-06-2015 18:00,1,0,EM530,-,Atropelamento de peões
Aljustrel,02-08-2015 03:34,0,1,EN2,"604,000","Despiste com colisão com veículoimobil. ou obstáculo"
Aljustrel,04-01-2015 02:15,1,0,EN2,"614,710","Despiste com colisão com veículoimobil. ou obstáculo"
Aljustrel,24-11-2015 19:15,1,0,Travessa do Valverde,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Almodovar,22-08-2015 20:35,0,1,-,-,Despiste simples
Almodovar,29-11-2015 09:30,0,1,-,-,"Despiste com colisão com veículoimobil. ou obstáculo"
Almodovar,19-06-2015 18:30,3,6,A2,"192,884",Despiste com capotamento
Almodovar,05-02-2015 06:30,1,0,A2,"195,270",Despiste com capotamento
Almodovar,09-02-2015 19:15,1,1,A2,"199,050",Despiste com capotamento
Almodovar,03-09-2015 09:00,0,1,Monte dos Mestres,-,Despiste simples
Alvito,19-10-2015 14:10,0,2,EN257,"22,150",Colisão frontal
Beja,06-12-2015 23:30,0,1,-,-,Despiste simples
Beja,29-10-2015 20:11,0,1,Avenida Brasil 1,-,Atropelamento de peões
Beja,01-11-2015 21:30,1,0,EN121,"71,500","Colisão traseira com outroveículo em movimento"
Beja,26-03-2015 12:15,0,1,EN121,"72,200","Colisão lateral com outro veículoem movimento"
Beja,17-03-2015 13:30,0,1,EN18,"333,350",Colisão frontal
Beja,18-01-2015 20:20,0,1,EN18,"334,900",Colisão frontal
Beja,08-07-2015 17:45,0,1,EN18,"336,700",Despiste com capotamento
Beja,06-01-2015 18:00,0,1,EN18,"370,400",Despiste com capotamento
Beja,02-04-2015 01:15,0,1,EN260,"1,029","Colisão com veiculo ou obstáculona faixa de rodagem"
Beja,20-09-2015 21:15,1,0,EN391,"40,400","Colisão traseira com outroveículo em movimento"
Beja,03-04-2015 23:00,0,1,IP2,"349,930",Atropelamento de peões
Beja,20-11-2015 15:00,0,1,Rua Conde da Boavista 000,-,Atropelamento de peões
Beja,11-01-2015 10:20,0,1,Rua do Poço 6,-,"Colisão lateral com outro veículoem movimento"
Beja,27-06-2015 02:10,0,1,Rua Dom Afonso III 00,-,"Despiste sem dispositivo deretenção"
Beja,06-01-2015 07:55,0,1,Rua Dom Afonso III 1,-,Colisão com outras situações
Castro Verde,04-06-2015 17:10,0,3,A2,"167,500","Despiste com dispositivo deretenção"
